hscode,description,net_wt_kg,assess_value_bdt,invoice_value_bdt
29212190,Ethylenediamine And Its Salts,500,746814,709991
29212900,"Other Acyclic Polyamines And Their Derivatives, Salts Thereof, Nes",4810,4805180,2286637
29213000,"Cyclanic...Or Cycloterpenic Mono- Or Polyamines, Etc; Salts Thereof",20538,12493585,6060030
29214200,Aniline Derivatives And Their Salts,364000,112439916,111210372
29214900,"Other Aromatic Monoamines And Their Derivatives, Nes; Salts Thereof",11386,46773296,45749198
29215100,"O-, M-, P-Phenylenediamine, Diaminotoluenes, Etc; Salts Thereof",7535,6111260,5814186
29215900,"Other Aromatic Polyamines And Their Derivatives, Nes; Salts Thereof",1300,4166896,4077076
29221100,Monoethanolamine And Its Salts,4625,1753221,1338520
29221500,Triethanolamine,2530,499635,435278
29221700,Methyldiethanolamine and ethyldiethanolamine,6210,1312927,1295344
29221991,"N,N-Dialkyl (Me, Et, n-Pr or i-Pr) aminoethane-2-ols and corresponding protonated salts",5000,1024988,1012275
29221999,"Other than N,N-Dialkyl (Me, Et, n-Pr or i-Pr) aminoethane-2-ols and corresponding protonated salts",41828,36018154,33989306
29222100,Aminohydroxynaphthalenesulphonic Acids And Their Salts,100,327935,321474
29222910,"Acetaminophen,Methoxyphenamine,P-Acetaminopaenol",156,1199884,1161527
29222990,"Other Amino-Naphthols &-Phenols,Etc.. Oxygen Function;Salts, Nes",170350,47916723,47035450
29223900,"AMINO-ALDEHYDES,AMINO-KETONES & AMINO-QUINONES,OTH. THAN THOSE CONT.MORE..",148,4395164,4308562
29224100,Lysine And Its Esters; Salts Thereof,1150800,299190548,139850883
29224210,Tasting salts ((monosodium glutamate) in retail pack upto 2.5 kg,79776,12954560,12725070
29224220,Tasting salts (monosodium glutamate) in other packing,973250,164730743,115332110
29224900,"Oth.Amino-Acids&Their Esters,>1 Kind Of Oxygen Function; Salts Thereof,Nes",169224,168398001,119250738
29225000,"Amino-alcohol/acid-phenols; amino-compounds with oxygen function, nes",637155,236752331,171546772
29231000,Choline And Its Salts,434140,66353279,44197319
29232000,Lecithins And Other Phosphoaminolipids,20864,22380241,20175463
29239000,"Quaternary Ammonium Salts And Hydroxides, Nes",108559,48636666,36501200
29241900,"Acyclic amides (incl. acyclic carbamates) and derivatives; salts thereof,nes",88749,37965295,25416532
29242900,"Cyclic amides (incl. carbamates) and derivatives; salts thereof, nes",395733,174868925,171648415
29251100,Saccharin And Its Salts,33725,14592412,14346698
29251990,Imides And Their Derivatives; Salts Thereof (Excl. Saccharin),0,82612,9816
29252910,Paludrine and chloroguayide (projuanil),25410,8714798,8542541
29252990,Paludrine and chloroguayide (projuanil),64941,57293875,28205607
29269010,"Nitroxinil And Its Solution,Lsaminile",250,1680359,1647248
29269020,Acetonitrile HPLC,3934,5109740,4902293
29269090,"Other Nitrile-Function Compounds, Nes",18886,25965310,21644176
29270000,"Diazo-, Azo- Or Azoxy-Compounds",327701,80362644,69987718
29280000,Organic Derivatives Of Hydrazine Or Of Hydroxylamine,148,5818957,5704299
29291000,Isocyanates,462034,150258937,102326524
29304000,Methionine,3521815,1824990764,969671540
29309099,Other,1770,6030068,5626924
29314990,Other,28000,5148043,3698178
29315400,Halogenated organo-phosphorous derivatives : Trichlorfon (ISO),2500,1170305,1147245
29319090,"Other organo-inorganic compounds, (EXCL.Tetramethyl lead and tetraethyl lead & Tributylt",109390,46781709,42372644
29321100,Tetrahydrofuran,22662,9348186,6216131
29321400,Sucralose,6500,16957087,10349745
29322000,Lactones,2701,21714001,21175799
29329300,Piperonal,14400,2883628,2120256
29329900,"Other Heterocyclic Compounds With Oxygen Hetero-Atom(S) Only, Nes",19713,78400936,76347904
29331900,"Compounds containing an unfused pyrazole ring in the structure, nes",20,3897677,3818424
29332100,Hydantoin And Its Derivatives,2010,1158341,916569
29332900,"Other Compounds Containing An Unfused Imidazole Ring In The Structure, Nes",24088,40360733,39597223
29333990,Other,176491,749363324,717281434
29334900,"Compounds with quinoline or isoquinoline ring-system, not further fused,nes",5145,120618614,117874482
29335910,"5-fluorouracil BP, methotrexate BP, capecitabine USP, cytarabin",1,9952,9939
29335990,"OTHER EXCL. 5-FLUOROURACIL BP, METHOTREXATE BP, CAPECITABINE USP",31762,136152785,127165906
29336100,Melamine,460000,82979256,43441874
29336900,Other Compounds Containing An Unfused Triazine Ring In The Structure,147751,39472358,22970368
29337990,Other Lactams (Excl. Epsilon-Caprolactam),4764,15941844,15625460
29339100,ALPRAZOLAM(INN)CAMAZEPAM(INN)CHLO..TETRAZEPAM(INN)&TRIAZOLAM(INN)S.THEREOF,2798,85149038,78952438
29339900,"Heterocyclic compounds with nitrogen hetero-atom(s) only,nes",65190,276605450,261444555
29341000,Compounds Containing An Unfused Thiazole Ring In The Structure,425,2094408,2053139
29342000,"Compounds Containing A Benzothiazole Ring-System, Not Further Fused",3,1370580,1343565
29343000,"Compounds Containing A Phenothiazine Ring-System, Not Further Fused",1000,10889465,10674900
29349910,NUCLEIC ACIDS AND THEIR SALTS,7921,11588269,9943663
29349920,"GEMCITABINE HCI USP, CYCLOPHOSPHAMIDE BP, IPHOSPHAMIDE BP",16,1577722,1546756
29349990,"OTH. HETEROCYCLIC COMPOUNDS, NES",45176,535239292,522807570
29359000,Other,31640,82561485,80828012
29362100,"Vitamins A And Their Derivatives, Unmixed",17210,147814072,137029881
29362200,"Vitamin B1 And Its Derivatives, Unmixed",13250,51206585,50173257
29362300,"Vitamin B2 And Its Derivatives, Unmixed",1665,15436131,15131978
29362400,D- Or Dl- Pantothenic Acid (Vitamin B3 Or B5) And Its Derivatives,1455,2919329,2813511
29362500,"Vitamin B6 And Its Derivatives, Unmixed",21700,60974628,59344824
29362600,"Vitamin B12 And Its Derivatives, Unmixed",10204,52776396,51736516
29362700,"Vitamin C And Its Derivatives, Unmixed",26328,9727919,8608173
29362800,"Vitamin E And Its Derivatives, Unmixed",30945,75227867,73811044
29362900,"Other Vitamins And Their Derivatives, Unmixed",28433,94391720,91479273
29369000,"Other Vitamins (Incl. Natural Concentrates), Nes",29540,23617724,20628128
29371200,INSULIN AND ITS SALTS,38,161124048,156705235
29371910,"HCG,LEUTINISING HORMONE & RELEASING HORMONE",368,4978640,4539900
29371990,"POLY.HORMONES,PROTEIN HORMONES..NES EX.HCG,LEUTINISING HORMONE&RLSNG.HORMO",26,297416234,289087335
29372100,"Cortisone, Hydrocortisone... And Predisolone (Dehydrohydrocortisone)",669,31933698,31258727
29372200,Halogenated Derivatives Of Adrenal Cortical Hormones,158,24749264,24161398
29372310,DESOGESTREL ETHINYLOESTRADIOL AND LYNESTRENAL,308,103440038,93713966
29372399,Other than Medroxy progesterone acetate,62,3122900,3061365
29372900,"Other Adrenal Cortical Hormones And Their Derivatives, Nes",463,121496854,117899606
29375000,"PROSTAGLANDINS,THROMBOXANES&TEUKOTRIENES,THEIR DERIVATIVES&STA.ANALOGUES",71,11253207,10974349
29379000,"OTHER HORMONES,PROSTAGLANDINS,..USED PRIMARILY AS HORMONES",97,83433489,81348571
29389010,ETOPOSIDE BP,1,750998,736200
29389090,"GLYCOSIDES, NATURAL OR REPRO. BY SYNTHESIS AND... EXCL. RUTOSIDE AND ITS DERIVATIVES RO",4431,24832677,24289876
29393000,Caffeine And Its Salts,2803,7970587,7813536
29394100,Ephedrine And Its Salts Excl.Pseudoephedrine (Inn) And Its Salts,25,234688,230063
29395100,FENETYLLINE (INN) AND ITS SALTS,250,907370,889575
29395900,OTHER THEOPHYLLINE AND AMINOPHYLLINE..DERIVATIVES;SALTS THEREOF,22000,54476735,53596587
29396900,Other Alkaloids Of Rye Ergot And Their Derivatives; Salts Thereof;Nes,0,750998,736200
29397990,Other,21,14624191,14336036
29398000,Other,7,1010848,846630
29400000,"SUGARS, PURE (EXCL. GLUCOSE, ETC); SUGAR ETHERS AND SALTS, ETC",36192,42504584,41430240
29411000,Penicillins And Derivatives With A Penicillanic Acid Structure; Salts,66580,331000946,323713984
29413000,Tetracyclines And Their Derivatives; Salts Thereof,7101,14194727,13915039
29414000,Chloramphenicol And Its Derivatives; Salts Thereof,1062,3254323,3190200
29415090,ANTIBIOTICS EXCL.ERYTHROMYCIN ETHYL SUCCINATE; ERYTHROMYCIN STEARATE,9400,72919533,71394222
29419011,AZITHROMYCIN,6350,100741399,98607242
29419019,AZITHROMYCIN,9500,71595263,70061700
29419090,"ANTIBIOTICS, NES",60958,844411406,827250551
29420090,"Other Organic Compounds,Nes",36335,312311180,234975837
30012000,Extracts Of Glands Or Other Organs Or Of Their Secretions,30,201645,197670
30019000,"OTHER GLANDS AND OTHER ORGANS, EXCL.GLANDS AND OTHER ORGANS..,EXCL. EXTRACTS OF GLANDS..",6,7278524,7135005
30021200,Antisera and other blood fractions,1820,102622172,99541188
30021300,"Immunological products, unmixed, not put up in measured doses or in forms or packings",4,25161,24664
30021400,"Immunological products, mixed, not put up in measured doses or in forms or packings",1,31166,30552
30021500,"Immunological products, put up in measured doses or in forms or packings for retail",338,124256412,117548053
30024100,Vaccines for human medicine,6514,728785539,711110675
30024200,Vaccines for veterinary medicine,46367,611497031,575992655
30024900,"Vaccines, NES",2055,37079525,36340034
30029090,Other,108,78623667,77074785
30032000,"Medicaments Containing Other Antibiotics, ....Not For Retail Sale",200,43250527,38547432
30033100,"Insulin, Not For Retail Sale",0,3129095,3067500
30034910,"Anti-malaria, anti-TB, anti-cancer, anti-leprosy, cardiovascular and anti-hepatic en",0,1241,1227
30039099,"Other medicaments with >=2 constituents, not for retail sale, nes",0,2238440,2194341
30041000,"Medicaments Of Penicillins... Or Streptomycins..., For Retail Sale",8618,36248339,33906668
30042010,"Mycophenolate mofetil, mycophenolate sodium, ciclosporin",75,1642807,1610438
30042090,"Other than Mycophenolate mofetil, mycophenolate sodium, ciclosporin",22629,68743600,67410808
30043100,"Medicaments Containing Insulin, For Retail Sale",591,23518742,23055330
30043200,"Medicaments Containing Adrenal Cortical Hormones, For Retail Sale",185,3559166,3341796
30043910,"Anti-malaria-TB-cancer-leprosy,crdvsclr/anti-hepatic encephal opathy drugs/Kidney dls",18,4204407,4089399
30043990,"Excl.Anti-malaria-TB-cancer-leprosy,crdvsclr/anti-hepatic..opathy drugs/Kidney dialys",1576,16878169,15513206
30044910,Other,0,37549,36810
30044990,Other,51,104254,94439
30045000,Other Medicaments Containing Vitamins Or Otr Prod.Of 29.36 For Retail Sale,127927,191239206,184066370
30046000,"Other, containing antimalarial active principles described in Subheading Note 2...",1,39891,39878
30049020,"Homeopathic, Biochemic, Ayurvedic, ......mide, bupivacaine, procaine, kaetamine hydrochl",2978,31802290,31173589
30049091,"Antimalaria, antiTB, anticancer, ... Kidney dialysis solution; Drugs for thalassaemia",36953,320783348,308616844
30049099,"Other(excl.anti-malaria, anti-TB, anti-leprosy....and kidney dialysis solution",92428,257235472,241969484
30051000,ADHESIVE DRESSINGS AND OTHER ARTICLES HAVING AND ADHESIVE LAYER,20055,28106069,26600084
30059000,"Wadding, Gauze, Etc With Pharmaceutical Substances For Retail Sale, Nes",124008,23258838,21653046
30061000,"Sterile Surgical Catgut,Materrials For Surgi.Sutures;Laminaria;Absor.Haem.",1250,13124087,12615361
30063000,Opacifying Preparations For X-Ray Examinations; Diagnostic Reagents...,138,5210924,5108246
30064000,Dental cements and other dental fillings; bone reconstruction cements,1257,2585290,2249435
30065000,First-Aid Boxes And Kits,648,3706144,3368119
30066000,CHEMICAL CONTRACEPTIVE PREPARATIONS BASED ON HORMONES ON OTH. PROD. OF HEADING 29.37..,2,7260,7117
30067000,GEL PREPARATIONS DESIGNED TO BE USED IN HUMAN OR VETE..MEDICAL INSTRUMENTS,34,48505,47534
30069100,Appliances identifiable for ostomy use,3,1877,1227
31010000,Animal Or Vegetable Fertilizers,3,2236,2209
31021000,"Urea, Whether Or Not In Aqueous Solution",37090500,2084176916,1904947493
31022100,Ammonium Sulphate,2110500,99399806,55529480
31023000,"Ammonium Nitrate, Whether Or Not In Aqueous Solution",20000,2381293,2355840
31025000,Sodium Nitrate,1,627,614
31031110,Superphosphates : Containing by weight 35 % or more ... Triple superphosphates,33003274,2673156731,2364587511
31042000,Potassium Chloride,42087159,2772420916,2717251211
31043000,Potassium Sulphate,326,156762,153673
31049000,"Other Mineral Or Chemical Fertilizers, Potassic, Nes",1,627,614
31053000,Diammonium Hydrogenorthophosphate (Diammonium Phosphate),123458934,13037492847,12047693576
31054000,Ammonium Dihydrogenorthophosphate (Monoammonium Phosphate) And Mixtures...,500,133500,130869
31059000,"Other Fertilizers, Nes",1,627,614
32019000,"Tanning extracts of vegetable origin; tannins and other derivatives, nes",152500,9568961,9325200
32021000,Synthetic Organic Tanning Substances,205588,25745441,22139571
32029000,"Inorganic Tanning Substances; Tanning Preparations..., Nes",25000,4363592,4277250
32030000,"Colouring Matter Of Vege./Animal Origin,& Prepa..As Spec.In Not 3 Chp.32",304,139150,100332
32041100,Disperse Dyes And Preparations Based Thereon,258209,59897777,56422276
32041200,Acid Dyes And Preparations; Mordant Dyes And Preparations,60697,18310235,16632215
32041310,AZO DYES,1589,1345064,1298553
32041390,Other basic dyes and preparation,51865,14098356,10483378
32041400,Direct Dyes And Preparations Based Thereon,178575,47308173,44271283
32041500,Vat Dyes And Preparations Based Thereon,95411,23638815,23254104
32041600,Reactive Dyes And Preparations Based Thereon,1613170,411366596,394864867
32041700,Pigments And Preparations Based Thereon,449293,213161995,204152299
32041900,Other Synthetic Organic Coloring Matter(Inc.Mixtrs) Of Prods 320411-320419,191131,57033514,50400780
32042000,Synthetic Organic Products Used As Fluorescent Brightening Agents,315912,86996381,76712948
32049000,Synthetic Organic Products Used As Luminophores,4008,2657800,2372811
32050000,Colour Lakes; Preparations Based On Colour Lakes As Specified In Note 3,36382,211127732,206162959
32061100,"Pigments & Preparatns Based On Titanium Dioxide,Cont.=>80%Titanium Dioxide",1409373,468699504,365668239
32061910,"Pigments/Preparatns Based On Titanium Dioxide, Cont.< 80% Titanium Dioxide",80629,7998856,6346657
32061920,Color master batch,194710,80021033,73110475
32061990,"Pigments/Preparatns Based On Titanium Dioxide, Cont.< 80% Titanium Dioxide",9805,9168111,9002593
32062000,Pigments And Preparations Based On Chromium Compounds,77914,34314955,33604266
32064100,Ultramarine And Preparations Based On Other Colouring Matter,15575,2247354,1819334
32064200,Lithopone And Other Pigments And Preparations Based On Zinc Sulphide,25000,2176969,2085900
32064900,"Other Colouring Matter; Preparations As Specified In Note 3, Nes",40257,14052910,12853279
32065000,Inorganic Products Of A Kind Used As Luminophores,500,105685,101228
32071000,"Prepared Pigments, Opacifiers & Colours... For Ceramics And Glass Ind.Etc",118109,78451867,74299745
32072000,"Vitrifiable Enamels And Glazes, Englobes And Similar Preparations",6626733,504016551,427630057
32073000,LIQUID LUSTRES AND SIMILAR PREPARATIONS,35,38703266,38081313
32074000,"GLASS FRIT AND OTHER GLASS,IN THE FORM OF GRANULES OR FLAKES",5105467,396221723,376808983
32081020,Insulating varnish for copper wire,90799,19367274,17346436
32081090,"Other Paints Based On Polyesters, In A Non-Aqueous Medium",9356,5151471,4908661
32082091,Cover coat/medium,4260,2682950,1721972
32082091,Cover coat/medium imported by ceramic ware manufacturing industry,512,480493,470923
32082099,"Other Paints Based On Acrylic Or Vinyl Polymers, In A Non-Aqueous Medium",23968,18743922,17962988
32089020,Heat Sealable Lacquers,7021,6974818,6891871
32089030,Coating materials,52542,15040365,12914055
32089030,Coating materials imported by cookingware or sand paper manufacturing industry,378,461633,403975
32089090,"Other Paints And Varnishes, In A Non-Aqueous Medium, Nes",221553,137897025,121902763
32091000,Based on acrylic or vinyl polymers,10978,2473723,2294515
32099030,Coating materials,22575,7399024,6522250
32099030,Coating materials imported by cookingware manufacturing industry,6894,7095752,6517852
32099090,"Other Paints And Varnishes, In An Aqueous Medium, Nes",18241,8973991,8435710
32100020,Prepared Water Pigments Of A Kind Used For Finishing Leather For Cleaning.,1060,379198,371726
32100090,Other Paints & Varnishes,8629,2502116,1577970
32110000,Prepared Driers,287462,58822697,52671110
32121000,Stamping Foils,55374,28742483,24490487
32129000,"PIGMENTS(INCL.METALIC..) DISPERSED IN NON AQUEOUS MEDIA..,EXCL. STAMPING FOILS",253202,95092299,89016104
32131000,Colours in sets,42729,5567486,4497983
32139000,"Artists', Students' Or Signboard Painters' Colours In Packings, Nes",2454,810098,650840
32141000,"GLAZIERS PUTTY,GRAFTING PUTTY, RESIN CEMENTS, CAULKING COMPOUNDS AND OTHER MASTICS...",401574,92308214,80943806
32149000,Non-Refractory Surfacing Preparations,74663,15164734,13551682
32151100,"Black printing ink, whether or not concentrated or solid",35068,21721000,19349508
32151190,"Black printing ink, whether or not concentrated or solid",23,22897,1830
32151900,"Other printing ink, whether or not concentrated or solid (excl. black)",319224,187285069,166014819
32159010,Inkjet Refill In Injectable Form,21386,11057592,9347382
32159020,For ball point pen imported by ball point pen manufacturing industries,30445,27089167,26673575
32159020,Writing Ink,298,134521,29939
32159090,"Other Ink,Wheterh Or Not Concentrated Or Solid(Ex.Ink For Ball Points Pens",32026,38085366,35922782
33011900,"Essential Oils Of Citrus Fruit (Incl. Concretes And Absolutes), Nes",1486,1391408,340494
33012500,"Essential Oils Of Mints (Incl. Concretes And Absolutes), Nes",550,959974,941059
33012900,"Essential Oils (Incl. Concretes And Absolutes), Nes",4145,4942599,2842899
33019000,"Concentrates of essential oils in fats... aqueous distillates, extracted oleoresins etc",5107,6244142,5515938
33021010,Imported by beverage and food industries,287014,363121217,354396390
33021010,"Of a kind used in beve. and food indus., cont. alcohol <0.5 absolute per volume or free from alcohol",6704,11825958,11500646
33021090,Mix. Of Odoriferous Subs. Excl. Those Used In Bev. Industries,72255,93953833,89363304
33029000,Mixtures/With Basis Of Odorifer'S Subst'S Inc.Alc.Sol'S For Use In Ind Nes,238021,449349406,432395585
33030000,Perfumes And Toilet Waters,9668,17541253,11402668
33041000,Lip Make-Up Preparations,10808,35566375,18701101
33042000,Eye Make-Up Preparations,20114,25630417,15686513
33043000,Manicure Or Pedicure Preparations,34097,46792862,18812585
33049100,"Powders,Whether Or Not Compressed,For Beauty/Makeup/Skin Care/Preparation",3216,4276249,2659704
33049910,"Powders, wheth er or not compressed, for cosmetic --face and/or skin cream",49492,123283630,44351439
33049920,"Beauty, make-up, skin-care (incl. suntan), nes...Moisture Lotion",24502,34823417,11799447
33049930,"Beauty, make-up, skin-care (incl. suntan), nes-- Petroleum jelly",3,40743,39450
33049990,"Beauty, make-up, skin-care (incl. suntan), nes-- Petroleum jelly... than other",83213,81127128,52934419
33051000,Shampoos,47954,24166749,19246146
33052000,Preparations For Permanent Waving Or Straightening,12542,7362227,3739453
33053000,Hair Lacquers,4170,2861226,1548114
33059000,"Preparations For Use On The Hair, Nes",106851,47668492,42290793
33061000,Dentifrices,269348,124825646,71357855
33062000,"Yarn Used To Clean Between Teeth (Dental Floss),Individual Retail Packages",796,404969,268446
33069000,"Preparations For Oral Or Dental Hygiene (Incl. Denture Fixative), Nes",12131,5959045,3925238
33071000,"Pre-Shave, Shaving Or After-Shave Preparations",908,681530,395339
33072000,Personal Deodorants And Antiperspirants,101505,64341135,49796381
33073000,Perfumed Bath Salts And Other Bath Preparations,126,78852,48160
33074100,Agarbatti And Other Odiferous Preparations Which Operate By Burning,97048,16933800,13894303
33074900,"Preparations For Deodorizing Rooms, Nes",10834,4496107,3029936
33079000,"OTH.PREPARATIONS FOR PERFUMING, EXCL.(PRE-SHAVE..,PERSONAL..,PERFUMED BATH..)",22603,14655707,8187780
34011100,"Soap And Organic Surface-Active Products In Bars, Etc, For Toilet Use",17250,9136382,7709367
34011900,"Soap And Organic Surface-Active Products In Bars, Etc, Nes",12755,12456959,5602218
34012000,SOAP IN OTHER FORMS,1481,1130483,650825
34013000,"ORGNC.SRFC.ACTIVE PROD.&PREPARATION FOR WASHING THE SKIN,IN THE FORM OF ..",59424,31110500,19522319
34023100,Anionic organic surface-active ageLinear alkylbenzene sulphonic acids and their salts,1512656,276495158,266245319
34023910,Chips of Sodium Isethionate,22000,5149340,5047878
34023990,Other than Chips of Sodium Isethionate,1087943,220883078,212025613
34024100,"Other organic surface-active agents, whether or not put up for retail sale :, Cationi",22865,7115084,6201565
34024210,"Other organic surface-active agents, whether or not put up for retail sale :, Non-ion",114915,33458967,32334157
34024290,"Other organic surface-active agents, whether or not put up for retail sale :, Non-ion",928844,186285997,179005555
34024910,"Other organic surface-active agents, NES",84504,19409229,17419196
34024990,"Other organic surface-active agents, NES",237076,44879534,31351185
34025000,Preparations put up for retail sale,57339,10442628,5519515
34029010,Detergents,66996,18762050,17170291
34029020,Cleaning preparation,14802,6866089,3999038
34029020,Cleaning preparation imported by steel manufacturing industries,24000,3605084,2768112
34029090,Washing & Cleaning Preparations (Excl. Detergents),417884,145097207,119709422
34031100,Lub.Preparations For Treatement Of Tex.Leather Etc With=<70% Petroleum Oil,300568,48310590,42992276
34031900,"Other Lubricating Preparations, With =<70% Petroleum Oil, Nes",69252,18363035,15504776
34039100,"Lub.Preparations For Treatement Of Tex. Leather Etc, Nes",187175,39119481,37769186
34039910,Compressor oil,12608,5535113,5013069
34039920,Semi-synthetic lubricating oil,111583,45205040,36738551
34039930,Synthetic lubricating Oil,178320,130084406,86476404
34039990,"Other Lubricating Preparations, Nes",187290,76961359,69827337
34042000,Artificial Waxes Of Polyethylene Glycol,330,321550,309818
34049010,Other Waxes,33835,5761214,5256744
34049090,"Artificial Waxes And Prepared Waxes, Nes",342583,71892052,68618253
34051000,"Polishes, Creams And Similar Preparations For Footwear Or Leather",6528,1685718,796041
34052000,"Polishes,Cream.&Similar Prepa.For Mainten. Of Woodwork Woden Fur.Flo.&Othr",497,93352,46817
34053000,Polishes And Similar Preparations For Coachwork (Excl. Metal Polishes),15242,4619196,2726194
34059010,Polishes and other preparations used in the finishing (including electroplating) of met,172794,36012059,32288399
34059090,"Other polishes, creams and similar preparations, nes",167474,35878240,20018672
34060000,"Candles, Tapers And The Like",10876,2733383,1682493
34070000,"Modelling Pastes; Dental Wax And Impression Compounds, For Retail Sale",225090,19445360,16813633
35030010,Ultrasound And Ecg Gel,9,5780,5767
35030090,"Gelatin and derivatives; isinglass; glues of animal origin, nes",52253,32346208,29541527
35040000,"Peptones/protein substances and derivatives, nes; hide powder",115,5336397,5231246
35051000,Dextrin and other modified starches,462479,78209662,72462980
35052000,"Glues Based On Starches, Dextrins Or Other Modified Starches",1094,849689,391267
35061000,"Products Put Up As Glues Or Adhesives For Retail Sale, =<1kg",113232,38384529,31940250
35069110,Elastic/construction glue,21085,5825790,4635140
35069110,Elastic/construction glue imported by hygiene products manufacturing industry,351292,111730881,103285550
35069190,Adhesives Based On Rubber Or Plastic (Incl. Artificial Resins),367751,124676974,115975318
35069900,Stripping chemical,99512,32173170,28601068
35079010,Streptokinase,2,20900,20859
35079090,Other than Streptokinase,793070,534720872,482970747
36036000,Electric detonators,1990,10639196,10429500
36041000,Fireworks,234,58577,28712
36049000,Signalling Flares... And Other Pyrotechnic Articles (Excl. Fireworks),1447,12678939,12429115
36069000,"Ferro-Cerium, Pyrophoric Alloys; Articles Of Combustible Materials, Nes",14495,1113559,983458
37011000,"Photographic Plates... For X-Ray, In The Flat, Unexposed",224538,569302426,554276651
37012000,"Instant Print Flat Film, Unexposed",9878,3958947,2161168
37013000,"Other plates and film, with any side exceeding 255 mm",277008,102786382,96468941
37019100,"PHOTOGRAPHIC PLATES..., IN THE FLAT FOR COLOUR PHOTOGRAPHY, UNEXPOSED",95,47564,30675
37021000,"Photographic Film In Rolls, For X-Ray, Unexposed",2630,916518,435526
37023900,"Photo Film, In Rolls, Non-Perforated, Of Width =<105mm",702,175737,34454
37039000,"OTHER PHOTOGRAPHIC PAPER..,(EXCL.IN ROLLS..,FOR COLOUR PHOTOGRAPHY(POLYCHROME))",44,35447,34749
37040000,"PHOTOGRAPHIC PLATES, FILM, PAPER, PAPERBOARD AND TEXTILES, EXPOSED BUT NOT DEVELOPED",3134,651238,594923
37071000,Sensitising emulsions,25834,9786171,9315436
37079000,"OTH.CHEMICAL PREPARATIONS FOR PHOTOGRAPHIC USES..,EXCL.SENSITISING EMULSIONS",88239,13582154,12981720
38011000,Artificial Graphite,10,238366,233575
38012000,Colloidal Graphite Or Semi-Colloidal Graphite,1,627,614
38013010,Graphite or carbon electrode paste,230400,20187116,19472490
38019000,"Preparations Based On Graphite Or Carbon In The Form Of Pastes..., Nes",2592545,88096038,86636574
38021000,Activated Carbon,122111,7645011,7140281
38029000,Activated Natural Mineral Products; Animal Black,3487485,189154177,139323315
38040000,Residual Lyes From The Manufacture Of Wood Pulp (Excl. Tall Oil),133087,16895518,8933454
38051000,"Gum, Wood Or Sulphate Turpentine Oils",14400,2254916,2223815
38061010,Gum rosin,30500,4851959,4779779
38061090,Rosin And Rasin Asids,60200,9694808,9235874
38069090,"Derivatives of rosin and resin acids,... NES",18000,4506234,3754620
38086900,Other,70261,33387896,23420485
38089110,"Insecticides For Dairy, Poultry and Agricultural purposes",1826885,1807205419,1509143090
38089121,Mosquito coil; aerosol; mosquito repellent,14238,6485803,5587305
38089129,"Insecticides, rodenticides... and similar products, for retail sale, nes",6723,3479324,3069095
38089210,"Fungicides For Dairy, Poultry and Agricultural purposes",2359947,1012833703,864102819
38089291,"Fungicides, NES In bulk",113400,26224433,23856316
38089299,"Fungicides, NES Cxcl.in bulk",6500,6842936,6744914
38089310,"Herbi., anti-sprouting prod.&plant-growth regu.:For Dairy, Poultry and Agricul",2408482,747708351,521784030
38089410,"For Dairy, Poultry, Fishery and Agricultural purposes",73654,43703650,42661645
38089491,"Disinfectants Cetrimide In bulk, Excl. For Dairy, Poultry and Agricultural, In bulk",49996,17299122,12824224
38089499,"Disinfectants, NES in retail packings upto 2.5 kg",32,40395,21733
38089910,"For Dairy, Poultry, Fishery and Agricultural purposes",5000,1126496,981600
38089991,"Insecticides, rodenticides, fungicides, herbicides,..NES in bulk",34260,13247544,10532519
38089999,"Insecticides, rodenticides, fungicides, herbicides,..NES in bulK in retail pac",43,26411,12638
38091000,"Finishing Agents, Etc, With A Basis Of Amylaceous Substances Nes",78,50969,34562
38099100,Finishing Agents Etc. Of A Kind Used In The Textile Or Like Industries Nes,896125,115268176,105477570
38099200,"Finishing Agents, Etc, Of A Kind Used In The Paper Or Like Industries Nes",142211,23697976,23030904
38099300,Finishing Agents Etc. Of A Kind Used In The Leather Or Like Industries Nes,45409,7025840,6587490
38101000,Pickling Preparations For Metal Surfaces;Soldering..Powders&Pastes..Mater.,170121,31886355,28185883
38109010,Pickling preparations for metal surface....Submerge welding flux for LPG,32000,3599325,3239280
38109090,Pickling preparations for metal surface.... Excl. Submerge welding flux for LPG,137377,20002300,15625115
38111100,Anti-Knock Preparations Based On Lead Compounds,1,627,614
38112100,Additives for Lubricating oils imported by lub-blending industry,115070,59928955,58211528
38112100,Containing petroleum oils or oils obtained from bituminous minerals,32496,21752548,18958524
38112900,Additives for Lubricating oils imported by lube blending industry,18721,3347166,3281213
38112900,Other additives for lubricating oils (excl. with petroleum oils),6721,1800819,1692892
38119000,"OTHER PREPARATIONS, EXCL.ANTI-KNOCK PREPARATIONS, ADDITIVES FOR LUBRICATING OILS",180833,47146657,41500903
38121000,Prepared Rubber Accelerators,64000,25977647,20335807
38122000,"Compound Plasticisers For Rubber Or Plastics, Nes",750077,99011777,89084013
38123100,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",30001,13644395,8290532
38123910,Other,63180,40280559,39271853
38123990,Anti-oxidising preparation & stabilisers imported by tyre-tube/plastic goods industry,154200,35516852,21975570
38123990,Other,1283947,308968252,210717245
38130000,Preprton.&Charge For Fire-Extinguishers;Charged Fire-Extinguishing Grenade,109461,8477030,8310000
