hscode,description,net_wt_kg,assess_value_bdt,invoice_value_bdt
33030000,Perfumes And Toilet Waters,10283,12218380,16976910
33041000,Lip Make-Up Preparations,1216,1966946,3305954
33042000,Eye Make-Up Preparations,5775,4629009,7910297
33043000,Manicure Or Pedicure Preparations,39229,26857615,55275799
33049100,"Powders,Whether Or Not Compressed,For Beauty/Makeup/Skin Care/Preparation",4543,3485633,5178978
33049910,"Powders, wheth er or not compressed, for cosmetic --face and/or skin cream",84840,89720633,214896186
33049920,"Beauty, make-up, skin-care (incl. suntan), nes...Moisture Lotion",31653,18059417,47376502
33049930,"Beauty, make-up, skin-care (incl. suntan), nes-- Petroleum jelly",66,19536,84523
33049990,"Beauty, make-up, skin-care (incl. suntan), nes-- Petroleum jelly... than other",40134,37376241,56103885
33051000,Shampoos,52233,18401339,27447387
33052000,Preparations For Permanent Waving Or Straightening,18860,5812287,10576382
33053000,Hair Lacquers,7378,2701839,4719122
33059000,"Preparations For Use On The Hair, Nes",83361,36625484,41992358
33061000,Dentifrices,156576,34033793,69130866
33062000,"Yarn Used To Clean Between Teeth (Dental Floss),Individual Retail Packages",1855,2212497,2375931
33069000,"Preparations For Oral Or Dental Hygiene (Incl. Denture Fixative), Nes",13394,5175121,7139708
33071000,"Pre-Shave, Shaving Or After-Shave Preparations",6261,2150751,3079008
33072000,Personal Deodorants And Antiperspirants,112275,45005212,60857145
33073000,Perfumed Bath Salts And Other Bath Preparations,641,147301,309733
33074100,Agarbatti And Other Odiferous Preparations Which Operate By Burning,43437,6264178,7433850
33074900,"Preparations For Deodorizing Rooms, Nes",48128,14067322,17282410
33079000,"OTH.PREPARATIONS FOR PERFUMING, EXCL.(PRE-SHAVE..,PERSONAL..,PERFUMED BATH..)",23780,9168721,16137805
34011100,"Soap And Organic Surface-Active Products In Bars, Etc, For Toilet Use",47849,18800475,24439622
34011900,"Soap And Organic Surface-Active Products In Bars, Etc, Nes",18876,5889203,15500500
34012000,SOAP IN OTHER FORMS,1730,1330815,1652847
34013000,"ORGNC.SRFC.ACTIVE PROD.&PREPARATION FOR WASHING THE SKIN,IN THE FORM OF ..",86160,31301112,52158768
34023100,Anionic organic surface-active ageLinear alkylbenzene sulphonic acids and their salts,1777781,433429531,442251976
34023910,Chips of Sodium Isethionate,154025,36662522,37426124
34023990,Other than Chips of Sodium Isethionate,913770,176757594,183046186
34024100,"Other organic surface-active agents, whether or not put up for retail sale :, Cationi",55795,14684360,17911264
34024210,"Other organic surface-active agents, whether or not put up for retail sale :, Non-ion",69082,18027974,18472526
34024290,"Other organic surface-active agents, whether or not put up for retail sale :, Non-ion",1141663,186894848,197910440
34024910,"Other organic surface-active agents, NES",66772,17466268,19226673
34024990,"Other organic surface-active agents, NES",100508,22366043,25925081
34025000,Preparations put up for retail sale,144111,24121698,30375831
34029010,Detergents,39629,13151365,15348173
34029020,Cleaning preparation,18383,3787297,6137901
34029020,Cleaning preparation imported by paper mills,2100,1167657,1183771
34029090,Washing & Cleaning Preparations (Excl. Detergents),581724,190791886,225663432
34031100,Lub.Preparations For Treatement Of Tex.Leather Etc With=<70% Petroleum Oil,209165,46843529,55819821
34031900,"Other Lubricating Preparations, With =<70% Petroleum Oil, Nes",127663,22758756,27067523
34039100,"Lub.Preparations For Treatement Of Tex. Leather Etc, Nes",157406,37530760,38548257
34039910,Compressor oil,12467,10935954,11257613
34039920,Semi-synthetic lubricating oil,121008,40766037,50153899
34039930,Synthetic lubricating Oil,257457,151868628,194085095
34039990,"Other Lubricating Preparations, Nes",198041,73016325,80478375
34042000,Artificial Waxes Of Polyethylene Glycol,6304,3174019,3248295
34049010,Other Waxes,3118,567351,806741
34049090,"Artificial Waxes And Prepared Waxes, Nes",818489,127984264,134743385
34051000,"Polishes, Creams And Similar Preparations For Footwear Or Leather",10730,3115224,3667483
34052000,"Polishes,Cream.&Similar Prepa.For Mainten. Of Woodwork Woden Fur.Flo.&Othr",699,95747,183368
34053000,Polishes And Similar Preparations For Coachwork (Excl. Metal Polishes),8014,3476888,4291461
34059010,Polishes and other preparations used in the finishing (including electroplating) of met,218564,50309378,54017063
34059090,"Other polishes, creams and similar preparations, nes",32530,6648978,8607518
34060000,"Candles, Tapers And The Like",4025,741397,1083097
34070000,"Modelling Pastes; Dental Wax And Impression Compounds, For Retail Sale",262791,20166494,23577937
35019000,Caseinates And Other Casein Derivatives; Casein Glues,3,1227,1502
35021900,Egg Albumin(Excluding Dried Egg Albumin),25,23650,25630
35029000,"Albumins (excl. egg albumin and milk albumin), albuminates and other derivatives",251,36057072,36884519
35030090,"Gelatin and derivatives; isinglass; glues of animal origin, nes",46012,38993891,39890235
35040000,"Peptones/protein substances and derivatives, nes; hide powder",862,81281166,82936874
35051000,Dextrin and other modified starches,896942,143646178,150547472
35052000,"Glues Based On Starches, Dextrins Or Other Modified Starches",2800,1972726,2276914
35061000,"Products Put Up As Glues Or Adhesives For Retail Sale, =<1kg",57974,24301129,29020251
35069110,Elastic/construction glue,21917,5678323,7424835
35069110,Elastic/construction glue imported by hygiene products manufacturing industry,511812,161762152,173119294
35069190,Adhesives Based On Rubber Or Plastic (Incl. Artificial Resins),452776,145149887,164946697
35069900,Stripping chemical,149733,41477688,48415206
35071000,Rennet And Concentrates Thereof,1,736,896
35079010,Streptokinase,21,25569295,26136864
35079090,Other than Streptokinase,752131,495186057,554548230
36041000,Fireworks,321,31300,70056
36061000,"Liquid Or Liquefied-Gas Fuels In Containers, For Lighters, =<300cm3",466,57198,87523
36069000,"Ferro-Cerium, Pyrophoric Alloys; Articles Of Combustible Materials, Nes",14343,968238,1089120
37011000,"Photographic Plates... For X-Ray, In The Flat, Unexposed",190409,446336927,471838921
37012000,"Instant Print Flat Film, Unexposed",2500,249169,706137
37013000,"Other plates and film, with any side exceeding 255 mm",176490,60225707,64529581
37019100,"PHOTOGRAPHIC PLATES..., IN THE FLAT FOR COLOUR PHOTOGRAPHY, UNEXPOSED",60,7365,30052
37021000,"Photographic Film In Rolls, For X-Ray, Unexposed",2589,532203,893688
37023900,"Photo Film, In Rolls, Non-Perforated, Of Width =<105mm",381,18706,95408
37024300,"Photo Film, In Rolls, Non-Perforated, Width >610mm And Length =<200m",2426,684770,1782959
37029800,Other Photographic film Of a width exceeding 35 mm,9350,3356521,3912143
37032000,"OTHER PHOTOGRAPHIC PAPER, FOR COLOUR PHOTOGRAPHY(POLYCHROME)",7679,849617,958701
37039000,"OTHER PHOTOGRAPHIC PAPER..,(EXCL.IN ROLLS..,FOR COLOUR PHOTOGRAPHY(POLYCHROME))",70,8641,24978
37050000,"Photographic plates and film, exposed and developed, other than cinematographic film",0,982,1003
37071000,Sensitising emulsions,35136,12411056,12657667
37079000,"OTH.CHEMICAL PREPARATIONS FOR PHOTOGRAPHIC USES..,EXCL.SENSITISING EMULSIONS",191395,16822183,18497561
38011000,Artificial Graphite,35032,6850304,8455520
38013010,Graphite or carbon electrode paste,140030,12031421,12273252
38019000,"Preparations Based On Graphite Or Carbon In The Form Of Pastes..., Nes",1475361,48950175,49928250
38021000,Activated Carbon,443457,31351568,33556992
38029000,Activated Natural Mineral Products; Animal Black,2161399,88715932,122309692
38040000,Residual Lyes From The Manufacture Of Wood Pulp (Excl. Tall Oil),99582,7362674,8827445
38059000,"Oth.Turpenic Oils,Nes;Crude Dipentene,Sulphite Turpentine&Oth.Crude Parac.",13690,8759197,8935256
38061010,Gum rosin,38400,4900147,5479509
38061090,Rosin And Rasin Asids,137700,18212579,19586227
38063000,Easter Gums,9000,2015764,2246774
38069090,"Derivatives of rosin and resin acids,... NES",3541,1171597,1550373
38086900,Other,79135,29261256,35143530
38089110,"Insecticides For Dairy, Poultry and Agricultural purposes",2082141,1365431427,1642734607
38089121,Mosquito coil; aerosol; mosquito repellent,48253,14521520,18123203
38089129,"Insecticides, rodenticides... and similar products, for retail sale, nes",34292,73017248,77592218
38089210,"Fungicides For Dairy, Poultry and Agricultural purposes",2320198,808798669,947669470
38089291,"Fungicides, NES In bulk",213670,64965133,84812786
38089299,"Fungicides, NES Cxcl.in bulk",2488,1604287,1648602
38089310,"Herbi., anti-sprouting prod.&plant-growth regu.:For Dairy, Poultry and Agricul",1832868,454485327,633694204
38089391,"Herbicides, anti-sprouting products and plant-growth regulators: NES in bulk",12400,6775430,7036481
38089410,"For Dairy, Poultry, Fishery and Agricultural purposes",79025,72238390,86662199
38089491,"Disinfectants Cetrimide In bulk, Excl. For Dairy, Poultry and Agricultural, In bulk",39204,12837946,14464996
38089499,"Disinfectants, NES in retail packings upto 2.5 kg",220,734987,751558
38089910,"For Dairy, Poultry, Fishery and Agricultural purposes",3506,6473113,6590062
38089991,"Insecticides, rodenticides, fungicides, herbicides,..NES in bulk",91560,37679411,43986198
38089999,"Insecticides, rodenticides, fungicides, herbicides,..NES in bulK in retail pac",2122,1227289,1318236
38091000,"Finishing Agents, Etc, With A Basis Of Amylaceous Substances Nes",892,369930,381324
38099100,Finishing Agents Etc. Of A Kind Used In The Textile Or Like Industries Nes,1766236,272267830,285710166
38099200,"Finishing Agents, Etc, Of A Kind Used In The Paper Or Like Industries Nes",109636,16677385,18009198
38099300,Finishing Agents Etc. Of A Kind Used In The Leather Or Like Industries Nes,44163,5158704,7490995
38101000,Pickling Preparations For Metal Surfaces;Soldering..Powders&Pastes..Mater.,131172,22786456,24510701
38109010,Pickling preparations for metal surface....Submerge welding flux for LPG,100,24233,26158
38109090,Pickling preparations for metal surface.... Excl. Submerge welding flux for LPG,301710,37434558,47520212
38111900,Anti-Knock Preparations (Excl. Based On Lead),22024,7910702,8018675
38112100,Additives for Lubricating oils imported by lub-blending industry,131909,53448826,55624802
38112100,Containing petroleum oils or oils obtained from bituminous minerals,64489,37899043,38871037
38112900,Additives for Lubricating oils imported by lube blending industry,113827,22603535,23135439
38119000,"OTHER PREPARATIONS, EXCL.ANTI-KNOCK PREPARATIONS, ADDITIVES FOR LUBRICATING OILS",140764,49794069,53125854
38121000,Prepared Rubber Accelerators,111075,30718409,35202453
38122000,"Compound Plasticisers For Rubber Or Plastics, Nes",1047844,134558100,152934813
38123100,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",22000,5449733,6924202
38123910,Other,15594,14001512,15143318
38123990,Anti-oxidising preparation & stabilisers imported by tyre-tube/plastic goods industry,475400,79656293,111044403
38123990,Other,1434420,265409954,376751558
38130000,Preprton.&Charge For Fire-Extinguishers;Charged Fire-Extinguishing Grenade,196084,7893843,9262239
38140010,Organic composite solvent,4410,2621755,2659688
38140090,"Organic Composite Solvents And Thinners, Nes; Paint Or Varnish Removers",1351513,208173693,228354806
38151900,"Supported Catalysts, Nes",1120,1135402,1167515
38159000,"Reaction Initiators, Accelerators And Catalytic Preparations, Nes",27680,35352793,36313180
38160010,"Refractory Cmnts.Mrtrs,Concretes&Similar Compositions,Ex.Prdcts.Of Hd38.01",334700,49665990,51908774
38160090,"Refractory Cmnts.Mrtrs,Concretes&Similar Compositions,Ex.Prdcts.Of Hd38.01",2595501,47566637,79084291
38170010,Linear Alkyl Benzene (LAB),1301462,304291500,311480782
38170090,"MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,OTHER THAN THOSE OF HEADING 2707 OR 2902",3559860,891259050,907067784
38180000,"Chemcl.Elements In Disk Wafers/Similar From&Compounds,Doped For Electronic",1,2455,2509
38190000,Hydraulic Brake Fluids And Similar Liquids With <70% Petroleum Oil,151894,32087546,39705532
38200000,Anti-Freezing Preparations And Prepared De-Icing Fluids,74500,16345897,19889488
38210000,Prepared Culture Media For Development or maintenance of Micro-Organisms(incl.viruses..,6747,38437527,40366812
38221100,DIAGNOSTIC OR LABORATORY REAGENTS FOR MALARIA,8436,23183573,23668191
38221200,DIAGNOSTIC...For Zika and other diseases transmitted by mosquitoes of the genus Aedes,182,137595,343385
38221300,Diagnostic or laboratory reagents .. for For blood-grouping,343,3597461,4353043
38221900,"Dignostic or lab. reagent (Exlud For alariam, Zika, blood-grouping)",120816,309057150,330487352
38229000,"Dianostic or Lab. Reagent, NES",444382,797969443,885419541
38231100,Stearic Acid,160181,20914380,23171181
38231200,Oleic Acid,360,79714,92810
38231900,"OTH.INDUST. MONOCARBOXYLIC FATTY ACIDS.., EXCL.ST.ACID,OLEIC ACID,TALL OIL FATTY ACIDS",1125072,128360732,130923970
38237000,INDUSTRIAL FATTY ALCHOLS,11300,3099268,3194757
38241000,Prepared Binders For Foundry Moulds Or Cores,160275,11882772,16086535
38244000,"Prepared Additives For Cements, Mortars Or Concretes",2862880,248763686,291965806
38245000,Non-Refractory Mortars And Concretes,238488,5139386,6674288
38246000,Sorbitol (Excl. That Of 2905.44),2565200,167825634,179006065
38248900,Containing short-chain chlorinated paraffins,58000,4627422,4720432
38249920,Chlorinated paraffin wax,9841,2152272,2177419
38249930,Barium/strontium ferrite powder,16500,2531581,3140380
38249930,Barium/strontium ferrite powder imported by manufacturing industry,40000,4858920,7609844
38249950,Coated CaCO3 imported by plastic goods or calcium carbonate filler or Cable industry1,10315000,128096289,282672617
38249950,Coated calcium carbonate,231126,4668413,6473377
38249960,Desiccant,96051,51586881,58284053
38249992,Master batch not containing pigments,201350,14331317,20586713
38249993,Mould Powder,0,9375,9563
38249993,Mould Powder imported by Iron and Iron Products manufacturering industries,62000,6687055,6965030
38249999,Other,3167581,614890976,701138979
38276810,"Mixtures containing halogenated derivatives of methane, ethane or propane...",20464,10834858,11199596
39011000,Polyethylene having a specific gravity of less than 0.94,3063974,481099219,510775832
39012000,Polyethylene having a specific gravity of 0.94 or more,10858131,1328674945,1455068832
39013000,"Ethylene-Vinyl Acetate Copolymers, In Primary Forms",1679901,270182911,326035507
39014000,"Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",9807800,1310124852,1395855858
39019000,"Other Polymers Of Ethylene, In Primary Forms, Nes",511235,92666467,116238497
39021000,"Polypropylene, In Primary Forms",20196536,2362633023,2596831983
39023000,"Propylene Copolymers, In Primary Forms",4330436,600246122,622195568
39029000,"Other Polymers Of Propylene Or Of Other Olefins, In Primary Forms, Nes",123838,44498384,47670580
39031100,"Expansible Polystyrene, In Primary Forms",893390,136225175,148570280
39031900,"Polystyrene (Excl. Expansible), In Primary Forms",638303,90986684,106732781
39032000,"Styrene-Acrylonitrile (San) Copolymers, In Primary Forms",371250,60355510,80327689
39033000,Acrylonitrile-butadiena-styrene(ABS) copolymers,1338068,235481595,291304080
39039000,"Polymers Of Styrene, In Primary Forms, Nes",1894011,283935187,409428411
39041000,"Polyvinyl Chloride, Not Mixed With Other Substances, In Primary Forms",37535318,3350922817,3837466980
39042100,"Non-Plasticised Polyvinyl Chloride, In Primary Forms",4432976,554835569,628956513
39042200,"Plasticised Polyvinyl Chloride, In Primary Forms",1240929,210301411,241881148
39043000,"Vinyl Chloride-Vinyl Acetate Copolymers, In Primary Forms",37352,35955090,40221208
39044000,"Vinyl Chloride Copolymers, Excl. Vinyl Acetate, In Primary Forms",9400,5003175,5072169
39046100,"Polytetrafluoroethylene, In Primary Forms",71901,49305370,98807479
39046900,"Fluoro-Polymers (Excl. Polytetrafluoroethylene), In Primary Forms",3600,7535337,7662124
39049000,"Polymers Of Halogenated Olefins, In Primary Forms, Nes",310708,59725218,80654041
39051200,Polyvinyl Acetate In Aqueous Dispersion,407120,29464720,30635240
39051900,"Polyvinyl Acetate, Excl. That In Aqueous Dispersions, In Primary Forms",200,63804,70091
39052100,Vinyl Acetate Copolymers In Aqueous Dispersion,168130,21028909,38256548
39052900,"Vinyl Acetate Copolymers, Excl.That In Aqueous Dispersion, In Primary Form",29500,6733043,8920477
39053000,"Polyvinyl Alcohol, Whether Or Not Containing Unhydrolysed Acetate Groups",281220,43252644,50737880
39059100,Copolymers In Primary Forms,2192,3788550,3990755
39059900,Polymers Of Other Vinyl Esters & Other Vinyl Polymers In Primary Forms Nes,100437,185190269,189161444
39061000,"Polymethyl Methacrylate, In Primary Forms",85605,17253842,27743010
39069000,"Acrylic Polymers, In Primary Forms, Nes",5245741,850933028,989529560
39071000,"Polyacetals, In Primary Forms",152054,24950901,38862809
39072900,Other polyethers :EXLCUDING Bis (polyoxyethylene) methylphosphonate,3643454,631774120,764507829
39073000,"Epoxide Resins, In Primary Forms",393826,150230712,172457744
39074000,Polycarbonate,468420,123635721,143522443
39075000,"Alkyd Resins, In Primary Forms",389402,59691532,63469414
39076100,Having a viscosity number of 78 ml/g or higher,8719845,993739872,1080189453
39076900,Other,883970,114683862,133323071
39076900,Other Poly (ethylene terephthalate) imported by textile yarn manufacturing industry,2799000,290270108,402192502
39077000,Poly (lactic acid),101000,18231062,44243908
39079100,"Unsaturated Polyesters, In Primary Forms, Nes",822939,140373229,148444334
39079900,"Polysters, In Primary Forms,NES",1005390,230811389,290833815
39081000,"Polyamide 6,11,12,6,6,6,9,6,10 or 6,12:",441658,93326642,107927131
39089000,"Other polymides, in primary forms, nes",79630,25577050,30280049
39091000,UREA RESINS; THIOUREA RESINS,493800,30866877,40048460
39092000,Melamine resins,257273,31995533,40891220
39092000,Melamine resins imported by melamine products manufacturing industries,1718080,199741014,205871374
39093100,"Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",1867995,407484097,589090612
39093900,Other,684189,66159077,68447877
39094000,Phenolic resins,175302,25717742,27646152
39094000,Phenolic resins imported by ink or tyre tube or sand paper manufacturing industries,90875,17954714,21001766
39095000,"Polyurethanes, In Primary Forms",2566013,609196554,703243296
39100000,Silicones Inprimary Forms,760224,228569545,269892612
39111000,"Petroleum Resins... Other Resins And Polyterpenes, In Primary Forms",636901,85149479,96188939
39119000,"Polysulphides, Polysulphones And Other Products..., In Primary Forms",43265,16037170,16778157
39121100,"Non-Plasticised Cellulose Acetates, In Primary Forms",1,1227,1254
39122000,"Cellulose Nitrates (Incl. Collodions), In Primary Forms",15020,7291688,7826320
39123100,"Carboxymethylcellulose And Its Salts, In Primary Forms",379347,129822303,146969120
39123900,"Other Cellulose Ethers, In Primary Forms, Nes",605998,371317967,391283823
39129000,"Cellulose And Its Chemical Derivatives, In Primary Forms, Nes",153286,188276016,194131065
39131000,"Alginic Acid, Its Salts And Esters, In Primary Forms",619700,129612107,132112738
39139000,"Natural and modified natural polymers, in primary forms",300640,146473856,164443255
39140000,"Ion-Exchangers Based On Polymers Of 39.01 To 39.13, In Primary Forms",893513,73552123,75449239
39151000,"Waste, Parings And Scrap, Of Polymers Of Ethylene",95,58303,59481
39159000,"Waste, Parings And Scrap, Of Other Plastics, Nes",208624,8048881,9943350
39161000,"Monofilament Dimenson>1mm,Rods..&Prof.Sha.,Polym. Of Ethylene",191,889312,898223
39162000,"Monofil..>1mm,..Of Vinyl Chloride For door, window and photo frame",219,26267,108431
39169010,FRP rod,11045,3276924,5633791
39169010,FRP rod imported by optical fibre cable manufacturing industry,59220,15706689,28796828
39169020,Fibre reinforced polymer (FRP) sticks and profile shapes,429,227595,248673
39169090,"Monofil.Dimension>1mm,Rods..&Profile Shapes,Of Other Plastics",36385,4311824,9354232
39171000,Artificial Guts Of Hardened Proteins Or Of Cellulosic Materials,57,15343,35683
39172100,"Tubes, Pipes And Hoses, Rigid, Of Polymers Of Ethylene",40052,27963384,28294425
39172200,"Tubes, Pipes And Hoses, Rigid, Of Polymers Of Propylene",8593,5070727,5151181
39172310,Pvc Shrinkable Tube(Plain),31232,10599086,12660652
39172390,"Tubes,Pipes And Hoses, Rigid, Of Polymers Of Vinyl Chloride, Nes",93091,31625204,39160982
39172910,SILICON TUBING FOR LABORATORY USE;HOSES PIPE FOR GAS CYLINDER,296,159321,241514
39172991,Fibre glass,1,1227,1252
39172999,"Tubes, Pipes And Hoses, Rigid, Of Other Plastics, Nes",126624,31387035,34390462
39173110,"Fiexible Silicone Tubing For Laboratory Use,With A Burst Pressure>=27.6mpa",75,972377,991474
39173190,"Other Flexible Tubes,Pipes And Hoses,With A Burst Pressure >=27.6 Mpa",5091,3916605,4591623
39173210,"Silicone Tubing With Fitting For Lab.Use,Not Reinforced Or Otherwise Comb.",393,3132360,3269456
39173220,"Tubes Upto 10"" Dia For Packing Iv Fluid",21772,7238786,7384285
39173290,"Tubes, Pipes And Hoses, Not Reinforced, Without Fittings, Nes",4312,8739262,9285694
39173310,"Silicone Tubing For Lab. Use, Nes",2,2455,2506
39173390,"Other Tubes,Pipes&Hoses With Fittings",21291,3924463,5875725
39173910,Other Silicone Tubing For Laboratory Use,54,40659,53887
39173990,"Other Tubes, Pipes And Hoses, Nes",69552,19602624,21723044
39174000,"Fittings, For Tubes, Pipes And Hoses, Of Plastic",165175,52564596,58322408
39181000,"Floor... Coverings Of Polymers Of Vinyl Chloride, In Rolls Or Tiles",19606,3357594,4887764
39189000,"Floor, Wall Or Ceiling Coverings Of Plastics, Nes, In Rolls Or Tiles",27958,3540808,7582720
39191000,In rolls of a width not exceeding 20 cm,40002,32124158,35597859
39199010,Self adhesive tape in rolls exceeding 20cm,73263,10650614,17765231
39199010,Self adhesive tape in rolls exceeding 20cm imported by manufacturing industry,407667,81622117,88474088
39199020,Performance Tape/Closure/Side Tape,18550,19466651,20277721
39199030,Scratch off label,4,7591,7721
39199091,"Imported by hygiene products or electrical, electronics and home appliances industry",1680,403229,410774
39199091,Re-seal/Self adhesive tape,3228,1679067,1763749
39199099,"OTHER SELF-ADHESIVE PLATES, TAPE, STRIP, FOIL... OF PLASTICS, NES",400049,117201756,143304093
39201010,Stretch Wrapping Film,68266,14370414,17926720
39201030,Mulch film,71444,16318677,18683046
39201090,Other polymers of ethylene imported by personal hygiene products industries,186472,44172776,51185537
39201090,"Plates..,Of Polymers Of Ethylene, Laminated.. Not Reinforced,Etc.,Nes",55559,15781377,18798915
39202010,Polymers of propylene in printed form,31151,18925419,21243892
39202020,Non-printed cast polypropylene film,72978,15782276,21622319
39202090,Other polymers of propylene(excl printed form),671367,144411355,187674665
39203000,"Plates..., Of Polymers Of Styrene, Laminated..Not Reinforced, Etc",42525,3921591,7448613
39204300,CONTAINING BY WEIGHT NOT LESS THAN 6% OF PLASTICISERS,6045,1320767,1538673
39204910,PVC FILM & PVDC FILM FOR BLISTER PACK FOR MEDICINE,741605,223700528,228705497
39204920,Other printed PVC sheet imported by SIM card or Smart card manufacturing industry,30001,10928696,11227500
39204920,Printed PVC sheet,44470,11475154,12601730
39204930,PVC film,9789,1279103,2469902
39204940,Unprinted PVC sheet,48776,5999481,12220594
39204950,PVC film,35,7514,19437
39204990,"Other plates...,of polymers of vinyl chloride other than not<6% of plasticisers",285933,63067872,76379252
39205100,"Plates..., Of Polymethyl Methacrylate, Laminated Not Reinforced, Etc",24109,5907851,6026599
39205900,"Plates..., Of Other Acrylic Polymers, Laminated Not Reinforced, Etc, Nes",39124,8511358,10106410
39206210,poly(ethylene terephthalate in printed form,994,620222,1011333
39206290,Other poly(ethylene terepthalate) excl printed form,1319410,213500820,331024731
39206310,Unprinted polyester film in roll form imported by plastic products manufacturing industry,2200,540071,547215
39206390,"Plates..., Of Unsaturated Polyesters, Laminated Not Reinforced, Etc",23393,4640224,5733761
39206910,Other polyester in printed form,1020,250396,255429
39206920,Unprinted polyester film in roll form,6147,1798230,1834374
39206999,"Other polyesters, Nes (excl. printed form)",6558,1602227,2037029
39207100,"Plates..., Of Regenerated Cellulose, Laminated Not Reinforced, Etc",17,297201,303145
39207300,"Plates..., Of Cellulose Acetate, Not Reinforced, Etc",952,192952,248816
39209100,"Plates..., Of Polyvinyl Butyral, Not Reinforced, Etc",208,700925,711148
39209220,Unprinted nylon film in roll form,11107,3272003,3337771
39209220,Unprinted nylon film in roll form imported by plastic products manufacturing industry,70267,18600862,18973163
39209230,Unprinted nylon film in roll form imported by medicine packaging industries,38714,8901383,9664684
39209290,"Other plastics polymides, Nes (excl. printed form)",10,1227,3756
39209400,"Plates..., Ofphenolic Resins, Not Reinforced, Etc",2350,1348611,1471330
39209910,Film For Blister Packing Of Other Plastics,811,73241,304897
39209990,"Plates..., Of Other Plastics, Not Reinforced, Etc, Nes",5270,2982593,3510012
39211300,"Cellular Plates, Strips... Of Polymers Of Polyurethanes",9689,4538396,4874900
39211910,Microcellular PET imported by television manufacturing Industry,8299,4977738,5319193
39211990,"Microcellular PET light sheet having a power saving capa.of 20% or more, NES",2829,827376,1267242
39219010,"Vulcanised fibre sheet imp in pre punched, cut to size sha for the manuf of sliver cans plastic--yar",19265,5915400,6043181
39219020,Imported by plastic tube manufacturing industries,127361,43116011,52646351
39219020,Multilayer extruded sheet for plastic laminated collapsible tube,1,3719,3795
39219091,"Other cellular plates, strips in printed form..., of plastics",98808,34625772,36261839
39219092,PVC coated magstrip,15,7365,10016
39219093,Tarpaulin,270990,47405794,64734950
39219099,"Other cellular plates, strips ..., of plastics, nes",216579,63937437,90112784
39221000,"Baths, Shower-Baths And Wash-Basins, Of Plastics",5542,2249236,3437837
39222000,Lavatory Seats And Covers Of Plastics,41967,14684829,26357560
39229000,"Bidets, Lavatory Pans... And Other Sanitary Ware Of Plastics, Nes",98717,53327622,65040875
39231000,"Boxes, Cases, Crates And Similar Articles Of Plastics",42544,13129828,15864292
39232100,Sacks and bags (incl. cones) of polymers of ethylene,3558,2430598,2672782
39232910,AIRTIGHT STORAGE BAGS WITH ZIPPER,3480,690224,1194867
39232990,Article for the conve..of polymers of ther plastic excl.airtght storage bag with zipp,8845,19717084,20430538
39233010,"Sachet For Medicin,Inhaler Container,Actuators and Dust Caps for Inhaler",19746,21921627,22358392
39233020,DMF Grade COC/COP Imported by Industrial IRC holder VAT compliant pharmaceutical ind.,444,5803430,5930298
39233090,"Other Carboys, Bottles, Flasks And Similar Articles Of Plastics",175578,233770779,240366604
39234010,Bobbins; Sliver/spinning can,233420,87726929,154304168
39234020,Autoconer Spare Parts,1,723,736
39234090,"Spools, Cops And Similar Supports Of Plastics",1152,344793,349636
39235000,"Stoppers, Lids, Caps And Other Closures Of Plastics",80893,54239106,56043082
39239010,"Trays For Transportation And Keeping For Chicks And Eggs, Of Plastics",1761,430549,801308
39239020,"Nursery Trays For Seedlings, Of Plastics",7869,1046033,1503555
39239030,Aseptic pack,21887,9777445,10518402
39239090,"Articles for the packing of goods, of plastics, nes",31306,9858370,11179425
39241000,Tableware And Kitchenware Of Plastics,21277,7577606,11376644
39249010,Feeding Bottles,12044,2544555,3536209
39249090,"Other Household Articles And Toilet Articles, Of Plastics, NES",106889,17533455,23928703
39251000,"Reservoirs... And Similar Containers, Capacity >300 L, Of Plastics",1363,326737,340554
39252000,"Doors, Windows And Their Frames And Thresholds For Doors, Of Plastics",22,93960,95796
39253000,"Shutters, Blinds And Similar Articles And Parts, Of Plastics",1909,269774,524243
39259000,"Builders' Ware Of Plastics, Nes",64514,14532214,19702314
39261000,Office Or School Supplies Of Plastics,45871,6073508,7657573
39262010,Gloves (Surgical) Of Plastics & Materials Of Heading 39.01-39.04,21,3682,16264
39262090,Art.Of App.&Clothing Accessories(Exl.Gloves)Of Plastics Hd.No.39.01-39.04,56232,14536955,19723233
39263000,"Fittings For Furniture, Coachwork Or The Like Of Plastics",289,100651,107277
39264000,Statuettes And Other Ornamental Articles Of Plastics,58882,11450403,17012127
39269010,Plastic Coil Used As Contraceptive And Coil Inserter,11,11381,11610
39269030,"Parts And Fittings For Infusino Set, Of Plastics",553,4092110,4181167
39269050,Taflon tape/PTFE tape,636,741067,754474
39269060,Cot and Apron,341,6623947,6759685
39269091,Conveyor or transmission belts of belting,24165,35132654,41984605
39269092,LP Gas cylinder capacity below 5000 litres,141,1324507,1351131
39269093,Plastic frame works,425,121828,159956
39269099,"PVC scrn.having intrnl.dia.from 4-8 Mulch and strct.thereof used in agri.& hoti.,nes",556420,710638656,774923861
