hscode,description,net_wt_kg,assess_value_bdt,invoice_value_bdt
29054500,Glycerol,1481108,229765910,221389858
29054900,"Other Polyhydric Alcohols, Nes",4030,1598472,1563812
29055910,"CHLOROBUTOL,CHLOROLOUTANOL,CHLORAL HYDRATE THIOGLYCEROL..TETRANIT.BASUIPHN",1,201570,191657
29061100,Menthol,57820,69555818,64994001
29061320,Inositols,2887,34303959,33644963
29061990,"Oth.Cyclanic,Cyclenic/Cycloterpenic Alcohols & Derivatives,Nes(Ex.Terpinh.",8515,5294981,5223953
29062100,Benzyl Alcohol,13411,17701549,16903108
29071100,Phenol (Hydroxybenzene) And Its Salts,45501,9866676,6485562
29071200,Cresols And Their Salts,420,5872349,5519735
29071900,"Other Monophenols, Nes",4079,1906592,1527339
29072200,Hydroquinone (Quinol) And Its Salts,2000,1802394,1766880
29081100,Pentachlorophenol (ISO),9023,2992947,662580
29081990,"Chloroxylenol, Dichlorophene Hexachlorophene, parachlorometaxylenol",4300,817905,558285
29091100,Diethyl Ether,5,331418,324888
29091900,"Other acyclic ethers and their halogenated... derivatives, nes",73333,5985466,5867514
29093000,"Aromatic Ethers And Their Halogenated... Derivatives, Nes",2150,1044356,991416
29094100,"2,2-Oxydiethanol (Diethylene Glycol, Digol)",273525,27368592,23854572
29094300,Monobutyl Ethers Of Ethylene Glycol Or Of Diethylene Glycol,221740,43182439,30190466
29094900,"Other Ether-Alcohols And Their Halogenated... Derivatives, Nes",32525,19813288,16859085
29096000,"Alcohol, Ether And Ketone Peroxides And Their... Derivatives, Nes",140500,69840558,43646231
29101000,Oxirane (Ethylene Oxide),24880,9979806,9830037
29109000,"Other Epoxides... With A Three-Membered Ring And Derivatives, Nes",3695,2066033,2027365
29121900,"Other Acyclic Aldehydes, Without Other Oxygen Function, Nes",1000,375499,368100
29122900,"Other cyclic aldehydes, without oxygen function, nes",0,88739,86990
29124100,"Aldehyde-alcohols,...Vanillin (4-Hydroxy-3-Allthobenzaldehyde)",13000,3935253,3877320
29124200,Ethyvanillin (3-Ethoxy-4-Hydroxybenzaldehyde),1000,375502,368100
29124900,"Oth.Aldehyde-Ether,Aldehyde-Phenols,Aldehydes,With Oth.Oxygen Function,Nes",370,297985,292113
29126000,Paraformaldehyde,1088000,157277738,92233590
29141100,Acetone,106880,12471446,12241184
29141200,Butanone (Methyl Ethyl Ketone),219035,35578516,31283710
29141300,4-Methylpentan-2-One (Methyl Isobutyl Ketone),36385,9047559,6065460
29142200,Cyclohexanone And Methylcyclohexanones,194495,24873480,24415539
29142900,"Oth.Cyclanic,Cyclenic/Cycloterpenic Ketones Without Oth.Oxy. Function,Nes",100,671426,658196
29143900,Other Aromatic Ketones Without Other Oxygen Function (Excl. Phenylacetone),360,204591,158311
29145000,Ketone-Phenols And Ketones With Other Oxygen Function,4039,27595748,27051881
29146200,Coenzyme Q10 (ubidecarenone (INN)),1010,56399922,55288620
29146900,Other Quinones (Excl. Anthraquinone),105,600798,588960
29147900,Other,503,125890,53117
29151100,Formic Acid,391977,32078563,24825110
29152100,Acetic Acid,62400,10527640,8000285
29152910,Sodium acetate,77216,4750278,3412353
29152990,"Formic acid, its salts and esters:Excl. Sodium Acetate",12267,2890880,2668301
29153100,Ethyl Acetate,2321230,294168198,256866557
29153200,Vinyl Acetate,142800,18320852,15637541
29153300,N-Butyl Acetate,68760,15722541,8779642
29153900,"Other Esters Of Acetic Acids, Nes",76254,33072257,29860323
29154000,"Mono-, Di- Or Trichloroacetic Acids, Their Salts And Esters",50,28055,27608
29155090,"Other Propionic Acid,Its Salts&Esters(Excl.Deoxycortone Phenyel Propionate",85025,12070004,11040454
29156000,"Butyric Acids, Valeric Acids, Their Salts And Esters",71021,27287684,11779820
29157010,"Stearic Acid,Their Salts And Esters",758751,120343024,108906783
29157031,Sodium salt of palmitic acid (soap noodle) imported by soap manufacturing industry,1120000,160818701,143301330
29157039,Other Palmatic Acid/Salt,5225,1076873,914765
29159000,"Other Saturated Acyclic Monocarboxylic Acids And Their... Derivatives, Nes",99968,47285164,44970417
29161100,Acrylic Acid And Its Salts,18360,6781924,2863818
29161200,ESTERS OF ACRYLIC ACID,588525,168549140,86160899
29161300,METHACRYLIC ACID AND ITS SALTS,16000,5747785,3190200
29161400,ESTERS OF METHACRYLIC ACID,245710,72590906,39305101
29161500,"Oleic, Linoleic Or Linolenic Acids, Their Salts And Esters",670,1540689,1498504
29161900,"Other Unsaturated Acyclic Monocarboxylic Acids And Their...Derivatives,Nes",18834,9947226,5755980
29163100,"Benzoic Acid, Its Salts And Esters",67376,19132617,17856389
29163900,"Aromatic monocarboxylic acids, etc, their... derivatives, nes",11388,15161069,14898313
29171100,"Oxalic Acid, Its Salts And Esters",1,18484,18120
29171200,"Adipic Acid, Its Salts And Esters",153900,17884705,17611131
29171300,"Azelaic Acid, Sebacic Acid, Their Salts And Esters",100,1001416,975465
29171900,"Acyclic polycarboxylic acids, etc, their... derivatives, nes",33570,17557151,17221627
29172000,"Cyclanic... Cycloterpenic Polycarboxylic Acids, Etc, Their...Derivatives",900,411171,403070
29173300,Dinonyl Or Didecyl Orthophthalates,4001,1077017,1057797
29173400,"Other Esters Of Orthophthalic Acid,",12460,1985775,1639223
29173500,Phthalic Anhydride,303500,48061692,31630833
29173600,Imported by PET chips/PVC or PET resin/ PSF/POY/FDY/ DTY manufacturers,17065264,1415386924,1357389604
29173600,Terephthalic acid and its salts,26400,3074586,2544452
29173990,"Other Aromatic Polycarboxylic Acids, Etc, Their... Derivatives, Nes",2001,534609,527993
29181100,"Lactic Acid, Its Salts And Esters",32502,8127890,6695808
29181200,Tartaric Acid,301,863354,863273
29181300,Salts And Esters Of Tartaric Acid,5500,1005946,991171
29181400,Citric Acid,532327,53218452,51244558
29181500,Salts And Esters Of Citric Acid,399212,93960843,87516027
29181600,"Gluconic Acid, Its Salts And Esters",214291,39472312,36420266
29181990,"Carboxylic Acids With Alcohol Function,Without Oxygen Function..Nes",19502,16782561,9933734
29182100,Salicylic Acid And Its Salts,1576,3856717,3780821
29182200,"O-Acetylsalicylic Acid, Its Salts And Esters",1125,1064540,1043564
29182300,Other Esters Of Salicylic Acid And Their Salts,2900,3207049,3143857
29182900,"Oth.Carboxylic Acids With Phenol Function,But Without Derivatives Nes",11377,13217526,12882047
29183000,"Carboxylic Acids With Aldehyde,Or Ketone Function...& Their Derivatives",3986,29143454,28478099
29189900,"Car. acids with add.Oxy.func.&their.. Excl.2, 4, 5-T (ISO) (2,4,5-trichlo.acid)",64515,225192309,218428867
29199000,Phosphoric esters..derivatives.Exclu. Tris phosphate & Tetrasodium fosfertrol a,1600,881170,863808
29209090,"Oth.Ester Of Oth.Inorganic Acids(Exl.Of Hdrgn.Halides),Deriv.(Ex.Erythrit.",1701,7983156,7826437
29211100,"Methylamine, Di- Or Trimethylamine And Their Salts",13757,1766559,1732001
29211990,Other,2471,2122343,2078169
29212110,Ethylenediamine And Its Salts,16500,9074964,4992894
29212190,Ethylenediamine And Its Salts,1200,973790,931784
29212200,Hexamethylenediamine And Its Salts,100,260352,184050
29212900,"Other Acyclic Polyamines And Their Derivatives, Salts Thereof, Nes",4655,6135187,5945819
29213000,"Cyclanic...Or Cycloterpenic Mono- Or Polyamines, Etc; Salts Thereof",5800,3515740,2793634
29214200,Aniline Derivatives And Their Salts,200,381942,373008
29214300,Toluidines And Their Derivatives; Salts Thereof,17020,3634453,2532537
29214900,"Other Aromatic Monoamines And Their Derivatives, Nes; Salts Thereof",880,8121028,7960761
29215100,"O-, M-, P-Phenylenediamine, Diaminotoluenes, Etc; Salts Thereof",3305,2839928,2787548
29215900,"Other Aromatic Polyamines And Their Derivatives, Nes; Salts Thereof",2280,1422353,1290897
29221100,Monoethanolamine And Its Salts,3355,1801058,1442086
29221200,Diethanolamine And Its Salts,120,467054,457852
29221500,Triethanolamine,230,75714,46565
29221999,"Other than N,N-Dialkyl (Me, Et, n-Pr or i-Pr) aminoethane-2-ols and corresponding protonated salts",15563,68358125,66999723
29222990,"Other Amino-Naphthols &-Phenols,Etc.. Oxygen Function;Salts, Nes",3850,4161099,3784557
29223900,"AMINO-ALDEHYDES,AMINO-KETONES & AMINO-QUINONES,OTH. THAN THOSE CONT.MORE..",800,6809045,6674880
29224100,Lysine And Its Esters; Salts Thereof,501512,134845063,59747409
29224220,Tasting salts (monosodium glutamate) in other packing,578000,100218543,70929295
29224290,"Glutamic acid and its salts, NES",11,437786,429171
29224900,"Oth.Amino-Acids&Their Esters,>1 Kind Of Oxygen Function; Salts Thereof,Nes",76695,101829686,80127411
29225000,"Amino-alcohol/acid-phenols; amino-compounds with oxygen function, nes",302495,163384699,131044220
29231000,Choline And Its Salts,661030,94899424,54756119
29232000,Lecithins And Other Phosphoaminolipids,2360,1997533,1972525
29239000,"Quaternary Ammonium Salts And Hydroxides, Nes",301377,122757868,65210129
29241900,"Acyclic amides (incl. acyclic carbamates) and derivatives; salts thereof,nes",9037,8365784,7709682
29242900,"Cyclic amides (incl. carbamates) and derivatives; salts thereof, nes",242670,144324824,141453733
29251100,Saccharin And Its Salts,92210,36146443,35484717
29251910,Imides And Their Derivatives; Salts Thereof (Excl. Saccharin),25,1627162,1595100
29251990,Imides And Their Derivatives; Salts Thereof (Excl. Saccharin),1,1735,1707
29252910,Paludrine and chloroguayide (projuanil),99116,56289555,54478094
29252990,Paludrine and chloroguayide (projuanil),101380,85616993,40951109
29269020,Acetonitrile HPLC,3666,3808325,3733286
29269090,"Other Nitrile-Function Compounds, Nes",11360,17469474,10159396
29270000,"Diazo-, Azo- Or Azoxy-Compounds",373500,93096070,82674033
29280000,Organic Derivatives Of Hydrazine Or Of Hydroxylamine,4202,4745908,4326622
29291000,Isocyanates,220500,71610504,46720491
29299090,Other,50,243726,240849
29301000,"2-(N,N-Dimethylamino) ethanethiol",0,1879,1841
29302000,Thiocarbamates And Dithiocarbamates,200,324210,319020
29304000,Methionine,1673925,876000073,497669540
29309010,"Other organo-sulphurcompounds, nesr",10,707190,693255
29309099,Other,19628,37974719,37072847
29314990,Other,19000,3816161,2934720
29319090,"Other organo-inorganic compounds, (EXCL.Tetramethyl lead and tetraethyl lead & Tributylt",36776,49217902,46259815
29321100,Tetrahydrofuran,15038,7917221,5500261
29321400,Sucralose,9800,26335295,17647208
29322000,Lactones,2805,21532262,21095957
29329900,"Other Heterocyclic Compounds With Oxygen Hetero-Atom(S) Only, Nes",18529,134547844,131850479
29331100,Phenazone (Antipyrin) And Its Derivatives,100,337949,331290
29331900,"Compounds containing an unfused pyrazole ring in the structure, nes",2,1078311,1057061
29332100,Hydantoin And Its Derivatives,1470,9992433,9727546
29332900,"Other Compounds Containing An Unfused Imidazole Ring In The Structure, Nes",83562,136068070,133145924
29333100,Pyridine And Its Salts,325,2256950,2223938
29333200,Piperidine And Its Salts,122,3245834,3176580
29333300,"ALFENTANIL(INN),ANILERIDINE(INN)..PROPIRAM(INN)&TRIMEPERIDINE(INN)SAL.T.OF",115,13221354,12960841
29333400,Other fentanyls and their derivatives,50,1564456,1533750
29333990,Other,146594,711978821,697859738
29334900,"Compounds with quinoline or isoquinoline ring-system, not further fused,nes",2614,83587324,81747132
29335300,ALLOBARBITAL(INN)AMOBARBITAL(INN)BARBITAL(INN)..SECBUTABARBITAL(INN)SECOB.,1579,9684240,9493422
29335400,OTHER DERIVATIVES OF MALONYLUREA(BARBITURIC ACID);SALTS THEREOF,50,1815454,1779682
29335910,"5-fluorouracil BP, methotrexate BP, capecitabine USP, cytarabin",155,4961314,4857981
29335990,"OTHER EXCL. 5-FLUOROURACIL BP, METHOTREXATE BP, CAPECITABINE USP",94973,335150722,310426164
29336100,Melamine,335000,60469355,30518926
29336900,Other Compounds Containing An Unfused Triazine Ring In The Structure,46080,18969674,14602437
29337100,6-Hexanelactam (Epsilon-Caprolactam),17000,7599282,2805536
29337990,Other Lactams (Excl. Epsilon-Caprolactam),2013,47076724,46073556
29339100,ALPRAZOLAM(INN)CAMAZEPAM(INN)CHLO..TETRAZEPAM(INN)&TRIAZOLAM(INN)S.THEREOF,1888,56674082,54725027
29339900,"Heterocyclic compounds with nitrogen hetero-atom(s) only,nes",71136,529296031,515493330
29341000,Compounds Containing An Unfused Thiazole Ring In The Structure,1728,22391356,21892441
29342000,"Compounds Containing A Benzothiazole Ring-System, Not Further Fused",3,563248,552150
29343000,"Compounds Containing A Phenothiazine Ring-System, Not Further Fused",600,8499851,8319060
29349910,NUCLEIC ACIDS AND THEIR SALTS,22000,28433113,25908105
29349920,"GEMCITABINE HCI USP, CYCLOPHOSPHAMIDE BP, IPHOSPHAMIDE BP",44,2560525,2496945
29349990,"OTH. HETEROCYCLIC COMPOUNDS, NES",44237,589308086,577798544
29359000,Other,53265,130236256,127363348
29362100,"Vitamins A And Their Derivatives, Unmixed",4488,40914433,39551840
29362200,"Vitamin B1 And Its Derivatives, Unmixed",20890,84589786,82926120
29362300,"Vitamin B2 And Its Derivatives, Unmixed",533,3934284,3874193
29362400,D- Or Dl- Pantothenic Acid (Vitamin B3 Or B5) And Its Derivatives,4245,5183459,5081314
29362500,"Vitamin B6 And Its Derivatives, Unmixed",18445,66657341,65280896
29362600,"Vitamin B12 And Its Derivatives, Unmixed",3393,31378556,30749234
29362700,"Vitamin C And Its Derivatives, Unmixed",54050,23358719,21031394
29362800,"Vitamin E And Its Derivatives, Unmixed",11600,29562340,28971214
29362900,"Other Vitamins And Their Derivatives, Unmixed",11519,106931007,104560256
29369000,"Other Vitamins (Incl. Natural Concentrates), Nes",16270,23030722,20215068
29371200,INSULIN AND ITS SALTS,42,227433439,222756269
29371910,"HCG,LEUTINISING HORMONE & RELEASING HORMONE",253,32267867,31632060
29371990,"POLY.HORMONES,PROTEIN HORMONES..NES EX.HCG,LEUTINISING HORMONE&RLSNG.HORMO",172,353367621,346109684
29372100,"Cortisone, Hydrocortisone... And Predisolone (Dehydrohydrocortisone)",2602,107883540,98510578
29372200,Halogenated Derivatives Of Adrenal Cortical Hormones,243,43937268,42803744
29372310,DESOGESTREL ETHINYLOESTRADIOL AND LYNESTRENAL,1019,54752188,53558395
29372399,Other than Medroxy progesterone acetate,1169,87502815,85760966
29372900,"Other Adrenal Cortical Hormones And Their Derivatives, Nes",181,59416503,58239365
29375000,"PROSTAGLANDINS,THROMBOXANES&TEUKOTRIENES,THEIR DERIVATIVES&STA.ANALOGUES",20,1251663,1227000
29379000,"OTHER HORMONES,PROSTAGLANDINS,..USED PRIMARILY AS HORMONES",885,37962762,37215248
29381000,Rutoside (Rutin) And Its Derivatives,2000,11145999,10926345
29389090,"GLYCOSIDES, NATURAL OR REPRO. BY SYNTHESIS AND... EXCL. RUTOSIDE AND ITS DERIVATIVES RO",10925,64001174,62919601
29393000,Caffeine And Its Salts,36000,33936299,33350474
29395900,OTHER THEOPHYLLINE AND AMINOPHYLLINE..DERIVATIVES;SALTS THEREOF,4050,19144638,18731382
29396900,Other Alkaloids Of Rye Ergot And Their Derivatives; Salts Thereof;Nes,6,5369634,5263830
29397990,Other,100,769776,742335
29398000,Other,46,18635538,18196410
29400000,"SUGARS, PURE (EXCL. GLUCOSE, ETC); SUGAR ETHERS AND SALTS, ETC",117312,77536741,75463983
29411000,Penicillins And Derivatives With A Penicillanic Acid Structure; Salts,64490,227944599,222896803
29413000,Tetracyclines And Their Derivatives; Salts Thereof,28800,51382818,50303319
29414000,Chloramphenicol And Its Derivatives; Salts Thereof,2000,7509976,7362000
29415090,ANTIBIOTICS EXCL.ERYTHROMYCIN ETHYL SUCCINATE; ERYTHROMYCIN STEARATE,3070,41514702,40696696
29419011,AZITHROMYCIN,10652,124199046,121619520
29419019,AZITHROMYCIN,6305,82388803,80166904
29419090,"ANTIBIOTICS, NES",105896,1293380775,1267662278
29420010,"Daclatasvir HCL, Dasabuvir, Ledipasvir, Ombitasvir, Partitaprevir, Rito...Velpatasvir",29,5222564,5119658
29420090,"Other Organic Compounds,Nes",29680,292569850,285478099
30012000,Extracts Of Glands Or Other Organs Or Of Their Secretions,75,16996404,16661507
30019000,"OTHER GLANDS AND OTHER ORGANS, EXCL.GLANDS AND OTHER ORGANS..,EXCL. EXTRACTS OF GLANDS..",27,28599717,28425909
30021200,Antisera and other blood fractions,2391,153092019,149516870
30021300,"Immunological products, unmixed, not put up in measured doses or in forms or packings",1,13268,13006
30021400,"Immunological products, mixed, not put up in measured doses or in forms or packings",0,32417,31779
30021500,"Immunological products, put up in measured doses or in forms or packings for retail",255,60417359,58156676
30024100,Vaccines for human medicine,6830,657245798,640704763
30024200,Vaccines for veterinary medicine,20868,327060984,315353251
30024900,"Vaccines, NES",899,11628891,11387914
30029090,Other,82,51340163,50327380
30032000,"Medicaments Containing Other Antibiotics, ....Not For Retail Sale",561,74586520,69119309
30033100,"Insulin, Not For Retail Sale",14,8079409,7860162
30039099,"Other medicaments with >=2 constituents, not for retail sale, nes",0,697772,684022
30041000,"Medicaments Of Penicillins... Or Streptomycins..., For Retail Sale",2829,23542556,23078668
30042010,"Mycophenolate mofetil, mycophenolate sodium, ciclosporin",179,11029726,10812396
30042090,"Other than Mycophenolate mofetil, mycophenolate sodium, ciclosporin",16555,51546150,50487481
30043100,"Medicaments Containing Insulin, For Retail Sale",15659,577201351,549932688
30043200,"Medicaments Containing Adrenal Cortical Hormones, For Retail Sale",106,19327879,16283548
30043910,"Anti-malaria-TB-cancer-leprosy,crdvsclr/anti-hepatic encephal opathy drugs/Kidney dls",504,25883494,25366670
30043990,"Excl.Anti-malaria-TB-cancer-leprosy,crdvsclr/anti-hepatic..opathy drugs/Kidney dialys",131,12203620,11631925
30044990,Other,71854,141790735,140366349
30045000,Other Medicaments Containing Vitamins Or Otr Prod.Of 29.36 For Retail Sale,1672,42142604,40461704
30049020,"Homeopathic, Biochemic, Ayurvedic, ......mide, bupivacaine, procaine, kaetamine hydrochl",2032,10542524,10292537
30049091,"Antimalaria, antiTB, anticancer, ... Kidney dialysis solution; Drugs for thalassaemia",70353,643804990,626315897
30049099,"Other(excl.anti-malaria, anti-TB, anti-leprosy....and kidney dialysis solution",23420,144814340,140167282
30051000,ADHESIVE DRESSINGS AND OTHER ARTICLES HAVING AND ADHESIVE LAYER,47740,61758632,59544965
30059000,"Wadding, Gauze, Etc With Pharmaceutical Substances For Retail Sale, Nes",46370,14968552,14510532
30061000,"Sterile Surgical Catgut,Materrials For Surgi.Sutures;Laminaria;Absor.Haem.",606,2859462,2700774
30063000,Opacifying Preparations For X-Ray Examinations; Diagnostic Reagents...,863,15717705,15408003
30064000,Dental cements and other dental fillings; bone reconstruction cements,12938,7592489,6476839
30065000,First-Aid Boxes And Kits,573,184376,141025
30066000,CHEMICAL CONTRACEPTIVE PREPARATIONS BASED ON HORMONES ON OTH. PROD. OF HEADING 29.37..,4899,16513619,15717003
30067000,GEL PREPARATIONS DESIGNED TO BE USED IN HUMAN OR VETE..MEDICAL INSTRUMENTS,394,199616,94787
30069100,Appliances identifiable for ostomy use,9,130780,128204
31010000,Animal Or Vegetable Fertilizers,64000,33901041,32196480
31021000,"Urea, Whether Or Not In Aqueous Solution",166003192,8948686903,8151088845
31022100,Ammonium Sulphate,1246000,61244223,32802679
31031110,Superphosphates : Containing by weight 35 % or more ... Triple superphosphates,148742226,11006414728,9746774102
31042000,Potassium Chloride,117939069,5325538099,5177987093
31043000,Potassium Sulphate,24750,3367292,2476177
31051000,Fertilizers... In Packages Of A Gross Weight =<10kg,1,9056,8877
31053000,Diammonium Hydrogenorthophosphate (Diammonium Phosphate),166700703,16734998693,15546458961
31059000,"Other Fertilizers, Nes",5004,1828339,1792322
32019000,"Tanning extracts of vegetable origin; tannins and other derivatives, nes",59928,4461161,4236831
32021000,Synthetic Organic Tanning Substances,132630,16657787,14032768
32030000,"Colouring Matter Of Vege./Animal Origin,& Prepa..As Spec.In Not 3 Chp.32",201,1813493,1776328
32041100,Disperse Dyes And Preparations Based Thereon,129493,28571567,27223685
32041200,Acid Dyes And Preparations; Mordant Dyes And Preparations,42474,12161124,11678552
32041390,Other basic dyes and preparation,44034,10427918,6602676
32041400,Direct Dyes And Preparations Based Thereon,72812,16947102,15371933
32041500,Vat Dyes And Preparations Based Thereon,30007,8897125,8738636
32041600,Reactive Dyes And Preparations Based Thereon,1550783,383370228,366436774
32041700,Pigments And Preparations Based Thereon,295341,157109286,147939370
32041900,Other Synthetic Organic Coloring Matter(Inc.Mixtrs) Of Prods 320411-320419,238115,80843133,68281294
32042000,Synthetic Organic Products Used As Fluorescent Brightening Agents,151126,54271379,48332135
32049000,Synthetic Organic Products Used As Luminophores,87,51820,21350
32050000,Colour Lakes; Preparations Based On Colour Lakes As Specified In Note 3,23128,121307850,118559042
32061100,"Pigments & Preparatns Based On Titanium Dioxide,Cont.=>80%Titanium Dioxide",1518410,494024061,388138628
32061910,"Pigments/Preparatns Based On Titanium Dioxide, Cont.< 80% Titanium Dioxide",54405,8775776,7074269
32061920,Color master batch,245672,88727875,79649134
32061990,"Pigments/Preparatns Based On Titanium Dioxide, Cont.< 80% Titanium Dioxide",65454,16299920,13980254
32062000,Pigments And Preparations Based On Chromium Compounds,48207,21112046,20162867
32064100,Ultramarine And Preparations Based On Other Colouring Matter,7270,364082,185817
32064200,Lithopone And Other Pigments And Preparations Based On Zinc Sulphide,12020,1055837,895710
32064900,"Other Colouring Matter; Preparations As Specified In Note 3, Nes",1887,2506568,2272175
32071000,"Prepared Pigments, Opacifiers & Colours... For Ceramics And Glass Ind.Etc",94589,61307646,58123531
32072000,"Vitrifiable Enamels And Glazes, Englobes And Similar Preparations",7126688,552345084,494905864
32073000,LIQUID LUSTRES AND SIMILAR PREPARATIONS,54,46081848,44219003
32074000,"GLASS FRIT AND OTHER GLASS,IN THE FORM OF GRANULES OR FLAKES",6158371,470797296,451577156
32081020,Insulating varnish for copper wire,18089,6808533,6553162
32081090,"Other Paints Based On Polyesters, In A Non-Aqueous Medium",10242,7768757,7442968
32082091,Cover coat/medium,60,75101,10675
32082091,Cover coat/medium imported by ceramic ware manufacturing industry,5000,3786767,3460140
32082099,"Other Paints Based On Acrylic Or Vinyl Polymers, In A Non-Aqueous Medium",19492,12843569,11352581
32089020,Heat Sealable Lacquers,600,466244,457058
32089030,Coating materials,61379,21060035,20204508
32089030,Coating materials imported by cookingware or sand paper manufacturing industry,25428,11973488,10121810
32089090,"Other Paints And Varnishes, In A Non-Aqueous Medium, Nes",307108,220561572,202472216
32091000,Based on acrylic or vinyl polymers,9137,2528949,2417201
32099030,Coating materials,31441,14293872,14012224
32099030,Coating materials imported by cookingware manufacturing industry,17306,7148219,7007372
32099090,"Other Paints And Varnishes, In An Aqueous Medium, Nes",14522,8511222,7017356
32100090,Other Paints & Varnishes,17406,6113885,5936632
32110000,Prepared Driers,252685,63298554,53427360
32121000,Stamping Foils,52824,22047429,20186523
32129000,"PIGMENTS(INCL.METALIC..) DISPERSED IN NON AQUEOUS MEDIA..,EXCL. STAMPING FOILS",196415,57421059,54693813
32131000,Colours in sets,55983,10777098,8781238
32139000,"Artists', Students' Or Signboard Painters' Colours In Packings, Nes",24314,9109547,7641111
32141000,"GLAZIERS PUTTY,GRAFTING PUTTY, RESIN CEMENTS, CAULKING COMPOUNDS AND OTHER MASTICS...",506450,75613891,70675382
32149000,Non-Refractory Surfacing Preparations,193254,53567597,45136593
32151100,Black printing ink Imported by SIM card and scratch card manufacturing industry,206,993821,944790
32151100,"Black printing ink, whether or not concentrated or solid",17272,10296867,8131471
32151190,"Black printing ink, whether or not concentrated or solid",1,242,237
32151900,"Other printing ink, whether or not concentrated or solid (excl. black)",225041,142116271,125445330
32151990,"Printing ink, whether or not concentrated or solid (excl. black)",20,19910,2440
32159010,Inkjet Refill In Injectable Form,13303,5885262,4332130
32159020,For ball point pen imported by ball point pen manufacturing industries,49580,44413944,43736783
32159020,Writing Ink,36,15419,13969
32159090,"Other Ink,Wheterh Or Not Concentrated Or Solid(Ex.Ink For Ball Points Pens",47756,32200547,29813383
33011200,Essential Oils Of Orange (Incl. Concretes And Absolutes),2,1505,1473
33011900,"Essential Oils Of Citrus Fruit (Incl. Concretes And Absolutes), Nes",1306,1226604,392998
33012400,Essential Oils Of Peppermint (Incl. Concretes And Absolutes),500,2532371,2482473
33012500,"Essential Oils Of Mints (Incl. Concretes And Absolutes), Nes",360,637872,625301
33012900,"Essential Oils (Incl. Concretes And Absolutes), Nes",14474,26469913,25269777
33019000,"Concentrates of essential oils in fats... aqueous distillates, extracted oleoresins etc",2756,2508099,1711455
33021010,Imported by beverage and food industries,362635,468375956,458036216
33021010,"Of a kind used in beve. and food indus., cont. alcohol <0.5 absolute per volume or free from alcohol",3992,8476628,8344292
33021090,Mix. Of Odoriferous Subs. Excl. Those Used In Bev. Industries,50317,59177816,55409139
33029000,Mixtures/With Basis Of Odorifer'S Subst'S Inc.Alc.Sol'S For Use In Ind Nes,261450,478716889,465764915
33030000,Perfumes And Toilet Waters,13938,25906878,14960999
33041000,Lip Make-Up Preparations,9985,28361891,17579417
33042000,Eye Make-Up Preparations,18308,25809601,15762337
33043000,Manicure Or Pedicure Preparations,31580,44731383,16286982
33049100,"Powders,Whether Or Not Compressed,For Beauty/Makeup/Skin Care/Preparation",1622,2090351,1667541
33049900,"Beauty, Make-Up, Skin-Care (Incl. Suntan), Reparations Nes",39,46990,19491
33049910,"Powders, wheth er or not compressed, for cosmetic --face and/or skin cream",106510,270382406,81211450
33049920,"Beauty, make-up, skin-care (incl. suntan), nes...Moisture Lotion",33333,45509246,18563316
33049930,"Beauty, make-up, skin-care (incl. suntan), nes-- Petroleum jelly",64,158139,127388
33049990,"Beauty, make-up, skin-care (incl. suntan), nes-- Petroleum jelly... than other",88156,125172704,71198048
33051000,Shampoos,66941,34269267,23830937
33052000,Preparations For Permanent Waving Or Straightening,22342,14378216,8915263
33053000,Hair Lacquers,16415,9190866,6206245
33059000,"Preparations For Use On The Hair, Nes",78837,40697139,34575312
33061000,Dentifrices,126822,55821130,25789872
33062000,"Yarn Used To Clean Between Teeth (Dental Floss),Individual Retail Packages",236,133876,71395
33069000,"Preparations For Oral Or Dental Hygiene (Incl. Denture Fixative), Nes",7298,4389646,2481356
33071000,"Pre-Shave, Shaving Or After-Shave Preparations",11117,6355637,4958645
33072000,Personal Deodorants And Antiperspirants,125759,68437439,49099091
33073000,Perfumed Bath Salts And Other Bath Preparations,395,409911,90063
33074100,Agarbatti And Other Odiferous Preparations Which Operate By Burning,39001,7145858,5894972
33074900,"Preparations For Deodorizing Rooms, Nes",29890,10484207,9515380
33079000,"OTH.PREPARATIONS FOR PERFUMING, EXCL.(PRE-SHAVE..,PERSONAL..,PERFUMED BATH..)",13634,9680127,5609423
34011100,"Soap And Organic Surface-Active Products In Bars, Etc, For Toilet Use",37243,20244674,17366245
34011900,"Soap And Organic Surface-Active Products In Bars, Etc, Nes",12186,12865224,6757761
34012000,SOAP IN OTHER FORMS,1153,1430777,759422
34013000,"ORGNC.SRFC.ACTIVE PROD.&PREPARATION FOR WASHING THE SKIN,IN THE FORM OF ..",86245,48405245,31410029
34023100,Anionic organic surface-active ageLinear alkylbenzene sulphonic acids and their salts,555768,95488768,93666706
34023910,Chips of Sodium Isethionate,110025,26665398,26114304
34023990,Other than Chips of Sodium Isethionate,1113649,216786718,210122501
34024100,"Other organic surface-active agents, whether or not put up for retail sale :, Cationi",32609,12246729,8878283
34024210,"Other organic surface-active agents, whether or not put up for retail sale :, Non-ion",3,2492,2454
34024290,"Other organic surface-active agents, whether or not put up for retail sale :, Non-ion",423270,88216264,79558828
34024910,"Other organic surface-active agents, NES",55434,16757601,12411396
34024990,"Other organic surface-active agents, NES",148928,33392249,27755556
34025000,Preparations put up for retail sale,91674,16939409,12522642
34029010,Detergents,72580,21310837,18440875
