hscode,description,net_wt_kg,assess_value_bdt
52091100,"Unbleached Plain Cotton Woven Fabrics With >=85% Cotton, >=200g/M2",45995,28697310
52091200,"Unbleached 3 Or 4-Thread Twill (Incl. Cross Twill), With >=85% Cotton",1680118,665530640
52091900,"Unbleached Cotton Fabrics, With >=85% Cotton, >=200g/M2, Nes",37015,18687069
52092100,"Bleached Plain Cotton Woven Fabrics With >=85% Cotton, >=200g/M2",15128,12334565
52092200,"Bleached 3 Or 4-Thread Twill, >=85% Cotton, >=200g/M2",370027,279696421
52092900,"Bleached Woven Cotton Fabrics, With >=85% Cotton, >=200g/M2, Nes",73341,67216948
52093100,"Dyed Plain Cotton Woven Fabrics With >=85% Cotton, >=200g/M2",501631,414031672
52093200,"Dyed 3 Or 4-Thread Twill (Incl. Cross Twill), With >=85% Cotton",4256126,3108109136
52093900,"Dyed Woven Cotton Fabrics, With >=85% Cotton, >=200g/M2, Nes",1170578,952547876
52094100,"Coloured Plain Cotton Woven Fabrics With >=85% Cotton, >=200g/M2",22890,20721279
52094200,"Denim, With >=85% Cotton, >=200g/M2",14502779,8867377867
52094300,"Coloured 3 Or 4-Thread Twill (Incl.Cross Twill)With>=85% Cotton,>=200g/M2",300889,243956539
52094900,"Coloured Woven Cotton Fabrics, With >=85% Cotton, >200g/M2",64877,65543604
52095100,"Printed Plain Cotton Woven Fabrics With >=85% Cotton, >200g/M2",15792,11518469
52095200,"Printed 3 Or 4-Thread Twill (Incl.Cross Twill)With >=85% Cotton, >200g/M2",216604,162383701
52095900,"Printed Woven Cotton Fabrics, With >=85% Cotton, >200g/M2",50320,43712586
52101100,"Unbleached Plain Cotton Woven Fabrics With <85% Cotton, =<200g/M2",72034,43996600
52101900,"Unbleached Woven Cotton Fabrics, Nes, With <85% Cotton, =<200g/M2",13099,17549627
52102100,"Bleached Plain Cotton Woven Fabrics With <85% Cotton, =<200g/M2",139464,183708107
52102900,"Bleached Woven Cotton Fabrics, Nes, With <85% Cotton, =<200g/M2",67148,89380068
52103100,"Dyed Plain Cotton Woven Fabrics With <85% Cotton, =<200g/M2",380392,481401628
52103200,"Dyed 3 Or 4-Thread Twill, With <85% Cotton, =<200g/M2",91665,143782879
52103900,"Dyed Woven Cotton Fabrics, Nes, With <85% Cotton, =<200g/M2",355349,419382455
52104100,"Coloured Plain Cotton Woven Fabrics With <85% Cotton, =<200g/M2",224841,246754952
52104900,"Coloured Woven Cotton Fabrics, Nes, With <85% Cotton, =<200g/M2",286382,372449946
52105100,"Printed Plain Cotton Woven Fabrics With <85% Cotton, =<200g/M2",94846,133789357
52105900,"Printed Woven Cotton Fabrics, Nes, With <85% Cotton, =<200g/M2",37067,51121109
52111200,"Unbleached 3 Or 4-Thread Twill(Incl.Cross Twill)With <85% Cotton, >200g/M2",68453,56080295
52111900,"Unbleached Woven Cotton Fabrics, Nes, With <85% Cotton, >200g/M2",22527,21411147
52112000,Bleached,140507,114810018
52113100,"Dyed Plain Cotton Woven Fabrics With <85% Cotton, >200g/M2",52901,50375197
52113200,"Dyed 3 Or 4-Thread Twill (Incl. Cross Twill) With <85% Cotton, >200g/M2",845712,769656426
52113900,"Dyed Woven Cotton Fabrics, Nes, With <85% Cotton, >200g/M2",554468,620807904
52114200,"Coloured Denim, With <85% Cotton, >200g/M2",10190689,6148305494
52114300,"Color.Fab.Of 3 Or 4-Thread Twill(Inc.Cross Twill)With<85%Cotton,>200g/M2",6009,8447040
52114900,"Coloured Woven Cotton Fabrics, Nes, With <85% Cotton, >200g/M2",31505,65164908
52115100,"Printed Plain Cotton Woven Fabrics With <85% Cotton, >200g/M2",1174,2105408
52115200,"Printed 3 Or 4-Thread Twill,(Incl.Cross Twill) With <85% Cotton, >200g/M2",93458,50662223
52115900,"Printed Woven Cotton Fabrics, Nes, With <85% Cotton, >200g/M2",1978,1551393
52121100,"Unbleached Woven Fabrics Of Cotton, =<200g/M2, Nes",1036,2306589
52121200,"Bleached Woven Fabrics Of Cotton, =<200g/M2, Nes",3384,2666422
52121300,"Dyed Woven Fabrics Of Cotton, =<200g/M2, Nes",436326,565981278
52121400,"Coloured Woven Fabrics Of Cotton, =<200g/M2, Nes",138806,225362459
52121500,"Printed Woven Fabrics Of Cotton, =<200g/M2, Nes",50460,70719486
52122100,"Unbleached Woven Fabrics Of Cotton, >200g/M2, Nes",44,104014
52122200,"Bleached Woven Fabrics Of Cotton, >200g/M2, Nes",31629,32772507
52122300,"Dyed Woven Fabrics Of Cotton, >200g/M2, Nes",197591,169662789
52122400,"Coloured Woven Fabrics Of Cotton, >200g/M2, Nes",135944,129743315
52122500,"Printed Woven Fabrics Of Cotton, >200g/M2, Nes",15983,18427836
53012910,"Flax, Hackled Or Otherwise Processed, But Not Spun",26000,21788657
53050090,"Coconut, avaca.... Excl. Coco substrate; coco pellet; growing media",77970,12544340
53061000,Single Flax Yarn,75334,74058262
53062000,Multiple Or Cabled Flax Yarn,3211,5695741
53071000,Single yarn of jute or of other textile bast fibres of 53.03,100000,16456775
53081000,Coir Yarn,80,25040
53089000,"Yarn Of Vegetable Textile Fibres, Nes",80,217940
53091100,"Bleached Or Unbleached, Woven Fabrics Of Flax, With >=85% Flax",142558,370658725
53091900,"Woven Fabrics Of Flax, With >=85% Flax, Printed, Dyed Or Coloured",1116102,3194577462
53092100,"Bleached Or Unbleached, Woven Fabrics Of Flax, With <85% Flax",166313,317891165
53092900,"Woven Fabrics Of Flax, With <85% Flax, Printed, Dyed Or Coloured",2355149,3875022539
53109000,Woven fabrics of jute or other textile bast fibres (excl. unbleached),38724,8639434
53110000,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.,6515,10133640
54011000,Sewing Thread Of Synthetic Filaments,1808955,1274409481
54012000,Sewing Thread Of Artificial Filaments,13724,27307716
54021100,Synthetic filament yarn?High tenacity of nylon or other polyamides Of aramids,39158,13556962
54021900,"Synthetic filament yarn?High tenacity of nylon or other polyamides, Excl.Of ar",1621,1761086
54022000,"High tenacity yarn of polyesters, whether or not textured",38507,14443665
54023100,"Textured Yarn, Of Nylon Or Other Polyamides, =<5tex, Nprs",488923,181064449
54023200,"Textured Yarn, Of Nylon Or Other Polyamides, >50tex, Nprs",316219,126159619
54023300,TEXTURED YARN OF POLYESTER,10785969,3584468872
54023400,Textured yarn Of polypropylene,85119,35051253
54023900,"Synthetic Textured Yarn, Nes, Nprs",10280,8044610
54024400,"Other yarn, single, untwisted or with a twist not exceeding 50 turns per metre",1546510,815583891
54024500,"Other yarn,single,untwisted or with a twist <=50 turns per metre Othr,of nylon",184645,76086848
54024600,"Other yarn,single,untwisted or with a twist <=50 turns per metre Other, of pol",428925,56672285
54024700,"Other yarn,single,untwisted or with a twist <=50 turns per metre Other, of pol",3348415,1062052037
54024800,"Other yarn,single,untwisted or with a twist <=50 turns per metre Other, of pol",34193,10702540
54024900,"Single Synthetic Yarn, Nes,Untwisted With =<50turns/M, Nprs",30519,22634016
54025100,"Single Yarn Of Nylon Or Other Polyamides, With >50turns/M, Nprs",254498,138737296
54025200,"Single Yarn Of Polyesters, With >50turns/M, Nprs",134265,57686844
54025900,"Single Synthetic Yarn, Nes, With >50turns/M, Nprs",68,110424
54026100,"Multiple Or Cabled Yarn Of Nylon Or Other Polyamides, Nprs",728161,342367147
54026200,"Synthetic Multiple Or Cabled Yarn Of Polyesters, Nprs",3255835,1257871680
54026300,"Other yarn, multiple (folded) or cabled of polypropylene",1500,484721
54026900,"Synthetic Multiple Or Cabled Yarn, Nes, Nprs",40426,33426239
54031000,"High Tenacity Yarn Of Viscose Rayon, Nprs Excl. Sewing Thread",46078,22861934
54033100,"Single Yarn Of Viscose Rayon,Untwisted Or With =<120turns/M, Nprs",276375,97949835
54033200,"Single Yarn Of Viscose Rayon, With >120turns/M, Nprs",28047,14833461
54033900,"Single Artificial Yarn, Nes, Nprs",63721,41762317
54034100,"Multiple Or Cabled Yarn Of Viscose Rayon, Nprs",2195870,914961098
54034900,"Multiple Or Cabled Artificial Yarn, Nes, Nprs",1205742,661880588
54041100,Monofilament Elastomeric,15157,3928280
54041200,"Monofilament Other, of polypropylene",60558,52019855
54041900,Monofilament Excl. Elastomeric & other of polypropylene,23554,8502333
54049000,OTH. SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE... (EXCL. MONOFILAMENT),28344,10516241
54050000,Artfcl.Monofilament Of>=67dec.Strip&The Like Of Artfcl.Txte.Mtrl.Width=<5m,160,88644
54071010,Rejected fabrics generated during manu.of garments or processing of fabrics,7253,6137232
54071090,"Rejected fabrics generated during manu.of garments or processing of fabrics, nes",12979,14918534
54072000,Woven Fabrics Obtained From Synthetic Strip Or The Like,207,289483
54073000,Fabrics Of Synthetic Filament Yarn Specified In Note 9 To Section Xi,6880,4733693
54074100,"Unbleached Or Bleached Woven Fabrics, >=85% Nylon...",209666,218462094
54074200,"Dyed Woven Fabrics Of Synthetic Filament Yarn, >=85% Nylon...",1463357,2968603846
54074300,"Coloured Woven Fabrics Of Synthetic Filament Yarn, >=85% Nylon...",15332,29220501
54074400,"Printed Woven Fabrics Of Synthetic Filament Yarn, >=85% Nylon...",16283,58320081
54075100,"Unbleached Or Bleached Woven Fabrics, >=85% Textured Polyester",89737,59450827
54075200,"Dyed Woven Fabrics Of Synthetic Filament Yarn, >=85% Textured Polyester",7925677,5724952127
54075300,"Coloured Woven Fabrics Of Synthetic Yarn, >=85% Textured Polyester",276630,173485247
54075400,"Printed Woven Fabrics Of Synthetic Yarn, >=85% Textured Polyester",1221405,932814338
54076100,Other Woven Fabrics Of Synthetic Yarn>=85% Nontextured Polyester Filaments,2037257,1524707836
54076900,Other Woven Fabrics Of Synth'C Yarn >=85% Textrd/Non-Textrd Polystr Filmnt,1912722,1602652814
54077100,"Unbleached Or Bleached Woven Fabrics, >=85% Synthetic Filaments, Nes",119826,92021191
54077200,"Dyed Woven Fabrics, >=85% Synthetic Filaments, Nes",397495,315341193
54077300,"Coloured Woven Fabrics, >=85% Synthetic Filaments, Nes",42318,34008754
54077400,"Printed Woven Fabrics, >=85% Synthetic Filaments, Nes",152881,161554916
54078100,"Unbleached/Bleached Woven Fbrc.,<85% Synthetic Filaments,Mixed With Cotton",28208,20456492
54078200,"Dyed Woven Fabrics, <85% Synthetic Filaments, Mixed With Cotton",238837,307789793
54078300,"Coloured Woven Fabrics, <85% Synthetic Filaments, Mixed With Cotton",5348,5400401
54078400,"Printed Woven Fabrics, <85% Synthetic Filaments, Mixed With Cotton",9643,13415244
54079100,"Unbleached Or Bleached Woven Fabrics <85% Synthetic Filament Yarn, Nes",8420,6555697
54079200,"Dyed Woven Fabrics <85% Synthetic Filament Yarn, Nes",184869,132813706
54079300,"Coloured Woven Fabrics <85% Synthetic Filament Yarn, Nes",13674,12387588
54079400,"Printed Woven Fabrics <85% Synthetic Filament Yarn, Nes",10669,21292485
54081000,"Woven Fabrics Of High Tenacity Synthetic Filament Yarn, Of Viscose Rayon",6821,10696118
54082100,"Unbleached Or Bleached Woven Fabrics, >=85% Artificial Filaments Or Strip",4219,2249222
54082200,"Dyed Woven Fabrics, >=85% Artificial Filaments Or Strip",21362,19305648
54082300,"Coloured Woven Fabrics, >=85% Artificial Filaments Or Strip",6724,6561793
54082400,"Printed Woven Fabrics, >=85% Artificial Filaments Or Strip",16819,14712109
54083100,"Unbleached Or Bleached Woven Fabrics Of Artificial Filament Yarn, Nes",3,1879
54083200,"Dyed Woven Fabrics Of Artificial Filament Yarn, Nes",120,85310
54083300,"Coloured Woven Fabrics Of Artificial Filament Yarn, Nes",516,1979227
54083400,"Printed Woven Fabrics Of Artificial Filament Yarn, Nes",3067,2613502
55011900,Synthetic filament tow Of nylon or other polyamides : Excluding Of aramids,5,2893
55013000,,540827,129350420
55019000,Synthetic Filament Tow (Excl. Nylon/Polyesters/Acrylic),448,451413
55021000,Artificial filament tow of cellulose acetate,2746,3491725
55029000,"Artificial filament tow, nes",7,7137
55031900,"Syn.Sta.fibres,not carded, combed or othrwise pro.for spin.Of nylon or othr po",10382,16392319
55032000,"Synthetic Staple Fibres, Of Polyesters, Not Carded, Combed Or Processed",1269083,278010932
55034000,"Synthetic Staple Fibres,Of Polypropylene,Not Carded,Combed Or Processed",328627,63916465
55039000,"Syn.Staple Fibres,Not Carded,Combed Or Processed(Exl.Nyl/Polest./Acry./Pp)",2003,489027
55041000,"Artificial Staple Fibres,Of Viscose Rayon,Not Carded,Combed Or Processed",78449,17565994
55049000,"Artificial Staple Fibres, (Excl. Viscose), Not Carded,Combed Or Processed",51786,12196048
55051000,"Waste Of Synthetic Fibre, (Incl. Noils, Yarn Waste And Garnetted Stock)",265461,3283591
55061000,"Synt.Staple Fibres,Of Nylon Or Other Polyamides,Carded,Combed Or Processed",10067,3835157
55062000,"Synthetic Staple Fibres, Of Polyesters, Carded, Combed Or Processed",282,193049
55063000,"Acrylic Or Modacrylic Synthetic Staple Fibres,Carded,Combed Or Processed",3749,1476586
55069000,"Syn.Staple Fibres,Nes,Carded,Combed Or Processed(Exl.Nyl./Polester/Acry.)",174,157763
55081000,Sewing Thread Of Synthetic Staple Fibres,144446,178215555
55082000,Sewing Thread Of Artificial Staple Fibres,5932,7012803
55091100,"Single Yarn, With >=85% Staple Fibres Of Nylon Or Other Polyamides, Nprs",38009,24166506
55091200,"Multiple Or Cabled Yarn, >=85% Staple Fibres Of Nylon, Etc, Nprs",47655,24525806
55092100,"Single Yarn, With >=85% Polyester Staple Fibres, Nprs",714908,343508260
55092200,"Multiple Or Cabled Yarn, With >=85% Polyester Staple Fibres, Nprs",675992,294236945
55093100,"Single Yarn, With >=85% Acrylic Or Modacrylic Staple Fibres, Nprs",166974,85428687
55093200,"Multiple Or Cabled Yarn, >=85% Acrylic Or Modacrylic Staple Fibres, Nprs",1841882,741198848
55094100,"Single Yarn, With >=85% Synthetic Staple Fibres, Nes, Nprs",28797,13711008
55094200,"Multiple Or Cabled Yarn, With >=85% Synthetic Staple Fibres, Nes, Nprs",9294,12714915
55095100,"Yarn,<85% Polyester Staple Fibres,Mixed With Artificial Staple Fibres,Nprs",569262,378612141
55095200,"Yarn,<85% Polyester Staple Fibres,Mixed With Wool Or Fine Animal Hair,Nprs",544208,380252573
55095300,"Yarn, <85% Polyester Staple Fibres, Mixed With Cotton, Nprs",618322,252133584
55095900,"Yarn,<85%Polyester Staple Fibres,Nes,Nprs(Exl.Arti/Wool/Cotton Staplefibre",281502,191892105
55096100,"Yarn, <85% Acrylic Or Modacrylic Staple Fibres, Mixed With Wool..., Nprs",432408,326771233
55096200,"Yarn, <85% Acrylic Or Modacrylic Staple Fibres, Mixed With Cotton, Nprs",498427,236173775
55096900,"Yarn, <85%Acrylic Or Modacrylic Staple Fibres, Nes, Nprs(Exl. Wool/Cotton)",1349726,853206329
55099100,"Yarn, Synthetic Staple Fibres, Nes, Mixed With Wool..., Nprs",34989,22204907
55099200,"Yarn, Synthetic Staple Fibres, Nes, Mixed With Cotton, Nprs",819,793149
55099900,"Yarn, Synthetic Staple Fibres,Nes, Nprs (Exl. Wool/Cotton)",95562,77636928
55101100,"Single Yarn, With >=85% Artificial Staple Fibres, Nprs",280747,105941103
55101210,WATER BLOCKING YARN IMPORTED BY VAT REGISTERED OPTICAL FIBRE CABLE MANUFACTURING INDU,5,3131
55101290,"YARN OF ARTIFICIAL STAPLE FIBRES, .. EXCL. WATER BLOCKING YARN IMP BY VAT REG. OPTICAL F",107626,50362501
55102000,"Yarn, Artificial Staple Fibres, Mixed With Wool..., Nprs",1009,841423
55103090,"YARN OF ARTIFICIAL STAPLE FIBRES,..EXCL. W/BLOCKING TAP IMPTD. BY VAT REG. OPTICAL FIBRE",217461,98331784
55109000,"Yarn, Artificial Staple Fibres, Nes, Nprs (Exl. Wool/Cotton)",505507,249046009
55111000,"Yarn, With >=85% Synthetic Staple Fibres, Put Up For Retail Sale",1000,281700
55113000,"Yarn Of Artificial Staple Fibres, Put Up For Retail Sale",150,152109
55121100,"Unbleached or bleached woven fabrics, >=85% polyester staple fibres",76045,51735101
55121910,Silk screen imported by VAT registered ceramic ware or tiles manufacturers,14,38093
55121990,"Woven Fabrics, >=85% Polyester Staple Fibres, Excl.Unbleached Or Bleached",55582,55863118
55122100,"Unbleached or bleached woven fabrics, >=85% acrylic... staple fibres",24081,13235187
55122900,"Woven Fabrics, >=85% Acrylic... Staple Fibres, Excl.Unbleached Or Bleached",174,148365
55129900,"Woven Fabrics, >=85% Synthetic Fibres, Nes",13899,27644212
55131100,"Plain weave fabrics, <85% polyester fibres + cotton, =<170g/m2 fibres, plain weave",1295032,929129578
55131200,"3-Thread or 4-thread twill, including cross twill ,of polyester staple fibres",178691,122343988
55131300,Other woven fabrics of polyester staple fibres,44579,21311029
55131900,Other woven fabrics,41815,27602645
55132100,"Dyed Plain Weave Fabrics, <85% Polyester Fibres + Cotton, =<170g/M2",798089,656575998
55132300,"Dyed Woven Fabrics, Nes, <85% Polyester Fibres + Cotton, =<170g/M2",281992,214685023
55132900,"Dyed Woven Fabrics, <85% Synthetic Fibres + Cotton, Nes, =<170g/M2",149110,127591618
55133100,"Coloured Plain Weave Fabrics, <85% Polyester Fibres + Cotton, =<170g/M2",80634,85517263
55133900,"Coloured Woven Fabrics, <85% Synthetic Fibres + Cotton, Nes, =<170g/M2",61976,71632950
55134100,"Printed Plain Weave Fabrics, <85% Polyester Fibres + Cotton, =<170g/M2",24785,33504891
55134900,"Printed Woven Fabrics, <85% Synthetic Fibres + Cotton, Nes, =<170g/M2",17826,20761152
55141100,"Of polyester staple fibres, plain weave",36563,26059396
55141200,"3-Thread for 4-thread twill, including cross twill, of polyester staple fibres",45946,25069738
55141900,Other woven fabrics,78926,81001092
55142100,"Dyed Plain Weave Fabrics, <85% Polyester Fibres + Cotton, >170g/M2",41896,41988664
55142200,"Dyed 3 Or 4-Thread Twill, <85% Polyester Fibres + Cotton, >170g/M2",1251007,786974911
55142300,"Dyed Woven Fabrics, Nes, <85% Polyester Fibres + Cotton, >170g/M2",162436,153098884
55142900,"Dyed Woven Fabrics, <85% Synthetic Fibres + Cotton, Nes, >170g/M2",145974,201563875
55143000,"Unbleached or bleached Of polyester staple fibres, plain weave: dyed Of yarns",4878,4971084
55144100,"Printed Plain Weave Fabrics, <85% Polyester Fibres + Cotton, >170g/M2",2162,3933129
55144200,"Printed 3 Or 4-Thread Twill, <85% Polyester Fibres + Cotton, >170g/M2",4254,29174668
55144900,"Printed Woven Fabrics, <85% Synthetic Fibres + Cotton, Nes, >170g/M2",2,3131
55151100,Mixed mainly or solely with viscose rayon staple fibres,1938556,1648534965
55151200,Mixed mainly or solely with man-made filaments:,2810,3001311
55151300,Mixed mainly or solely with wool or fine animal hair:,48915,122815471
55151900,"Woven fabrics of polyester staple fibres, nes",262214,277708607
55152100,Mixed mainly or solely with man-made filaments,1543,3662369
55152200,Mixed mainly or solely with wool or fine animal hair,9693,23035703
55152900,"Woven fabrics of acrylic or modacrylic staple fibres, nes",43032,98793804
55159100,Mixed mainly or solely with man-made filaments:,73,63572
55159900,"Woven fabrics of synthetic staple fibres, nes",13929,18247203
55161100,"Unbleached or bleached woven fabrics, >=85% artificial staple fibres",127776,69896357
55161200,"Dyed Woven Fabrics, >=85% Artificial Staple Fibres",1331251,1222807831
55161300,"Coloured Woven Fabrics Of Yarn, >=85% Artificial Staple Fibres",167713,154354444
55161400,"Printed Woven Fabrics, >=85% Artificial Staple Fibres",1352938,1194562028
55162100,"Woven fab. <85% artificial fibres, with man-made filas, Unbleached or bleached",8271,11388357
55162200,"Dyed Woven Fabrics, <85% Artificial Fibres, With Man-Made Filaments",690621,795592824
55162300,"Coloured Woven Fabrics, <85% Artificial Fibres, With Man-Made Filaments",54149,53385581
55162400,"Printed Woven Fabrics, <85% Artificial Fibres, With Man-Made Filaments",173523,164421483
55163300,"Coloured Woven Fabrics, <85% Artificial Staple Fibres, With Wool...",31885,20405449
55164100,"Woven fabrics, <85% artificial staple fibres, mixed with cotton Unblea. or bleached",15060,16911835
55164200,"Dyed Woven Fabrics, <85% Artificial Staple Fibres, Mixed With Cotton",203743,334712233
55164300,"Coloured Woven Fabrics, <85% Artificialstaple Fibres, Mixed With Cotton",22866,19417341
55164400,"Printed Woven Fabrics, <85% Artificial Staple Fibres, Mixed With Cotton",46630,47435467
55169100,"Woven fabrics, <85% artificial staple fibres, nes Unbleached or bleached",14203,17117449
55169200,"Dyed Woven Fabrics, <85% Artificial Staple Fibres, Nes",721040,990685136
55169300,"Coloured Woven Fabrics, <85% Artificial Staple Fibres",73938,113188600
55169400,"Printed Woven Fabrics, <85% Artificial Staple Fibres, Nes",50442,67616184
56012100,Cotton Wadding And Articles Thereof,10203,4440291
56012200,Wadding Of Man-Made Fibres And Articles Thereof,502844,302239606
56012900,"Wadding and articles of wadding, nes",88789,89207285
56021000,,8676,4937637
56022100,"Felt Of Wool Or Fine Animal Hair (Excl. Impregnated, Coated, Etc)",135,23561
56022900,"Felt of textile materials (excl. impregnated, coated, etc) Of other textile materials",4598,6014442
56029000,"Felt, Nes (Exl. Needleloom, Wool, Text Material, Jute, Other Than Jute)",16417,14023757
56031110,"Nonwovens, Of Man-Made Filaments, Weighing <=25g/M2",12238,6335254
56031190,"Nonwovens, Of Man-Made Filaments, Weighing <=25g/M2",240451,80745332
56031210,"Nonwovens, Of Man-Made Filaments, Weighing >25g/M2 But <=70g/M2",6791,6326056
56031290,"Nonwovens, Of Man-Made Filaments, Weighing >25g/M2 But <=70g/M2",415812,149185255
56031310,Elastic back ear,5879,4483260
56031390,"Nonwovens, Of Man-Made Filaments, Weighing >70g/M2 But <=150g/M2",10617,8973389
56031400,"Nonwovens, Of Man-Made Filaments, Weighing >150g/M2",331435,127326571
56039100,"Nonwovens, Not Of Man-Made Filaments, Weighing <=25g/M2",357987,175154762
56039210,"Dry web, Weighing more than 25 g/m2 but not more than 70 g/m2",46208,20849642
56039290,"Nonwovens, Not Of Man-Made Filaments, Weighing >25g/M2 But <=70g/M2",129651,60316648
56039300,"Nonwovens, Not Of Man-Made Filaments, Weighing >70g/M2 But <=150g/M2",73186,46119636
56039400,"Nonwovens, Not Of Man-Made Filaments, Weighing >150g/M2",148038,124097052
56041000,"Rubber Thread And Cord, Textile Covered",201500,206474863
56049000,"Textile Yarn And Strip, Etc, Impregnated Or Coated",27664,19151655
56050010,Metalized round yarn,91520,35480281
56050090,Other metalized yarn,134704,43749122
56060000,"Gimped yarn, & strip & the like .... (including flock chenille yarn); loop wale-yarn.",125671,69173618
56072100,"Binder Or Baler Twine Of Sisal, Etc, Of The Genus Agave",9,47099
56072900,"Twine,Cordage,Rope & Cables,Of Sisal,Etc. Of The Genus Agave,Nes,Ex.Binder",22405,51149461
56074100,Binder Or Baler Twine Of Polyethylene Or Polypropylene,128002,75858895
56074910,"Twine,Cordage,Rope&Cables,Of Polyethylene/Polypropy. For Fishing Trawlers",728,4841708
56074990,"Twine, Cordage,Rope & Cables, Of Polyethylene Or Polypropylene, Other",27691,25815234
56075000,"Twine, Cordage, Rope And Cables, Of Synthetic Fibres, Nes",38049,120918741
56079000,"Twine, cordage, ropes and cables, whether or not plaited .. with rubber or pla",94295,201274227
56090010,"Twine,Cordage,Rope Or Cables For Fishing Trawler And Factory Ships, Nes",223,678492
56090090,"Articles Of Yarn,Strip,Etc,Twine,Cordage, Rope Or Cables, Nes",22948,28501645
58012100,UNCUT WEFT PILE FABRICS,34,21284
58012200,Cut Corduroy Of Cotton,396015,344310724
58012300,"Weft Pile Fabrics Of Cotton, Nes",10,6887
58012700,Warp pile fabrics,20,16621
58013200,"Cut Corduroy Of Man-Made Fibres, Nes",17917,16227884
58013300,"Weft Pile Fabrics Of Man-Made Fibres, Nes",2495,1002076
58013600,"Chenille Fabrics Of Man-Made Fibres, Nes",19343,5456008
58013700,Warp pile fabrics,102,64514
58021000,"Terry towelling and similar woven terry fabrics, of cotton",118575,38708822
58022000,"Terry towelling and similar woven terry fabrics, of other textile materials",3737,2868035
58030000,"Gauze, other than narrow fabrics of heading 58.06.",407500,408752668
58041000,Tulles And Other Net Fabrics,236872,257659342
58042100,"Mechanically Made Of Lace Of Man-Made Fibres In Piece,In Strips/In Motifs",221226,594669130
58042900,"Mechanically Made Of Lace Of Oth.Textiles In Piece,In Strips Or In Motifs",190190,507302771
58043000,"Hand-Made Lace In Pieces, In Strips Or In Motifs",2521,3696782
58050000,"Han.Wov.Tapestr.Of The Ty.Gobelins,Flandres,Aubu.,Beauvais&Needle-Work Tap",2660,5546586
58061000,Narrow Woven Pile Fabrics And Chenille Fabrics,17953,41345913
58062000,"Narrow Woven Fabrics, Width >=5% Elastomeric Yarn Or Rubber Thread",1324933,1837923294
58063100,OTHER WOVEN FABRICS OF COTTON,60339,73066125
58063200,,731868,343709425
58063900,"Narrow Woven Fabrics Of Other Textiles, Nes",408746,466369103
58064000,Fabrics With Warp Without Weft Assembled By An Adhesive (Bolducs),40149,57890650
58071000,"Labels, Badges... Of Textiles, Woven, In Piece..., Not Embroidered",178800,914933312
58079000,"Labels, Badges... Of Textiles, Unwoven, In Piece..., Not Embroidered",198737,566023863
58081000,"Braids, In The Piece",255,535322
58089000,"Ornamental Trimmings In The Piece; Tassels, Pompons, Etc, Nes(Excl.Braids)",1271,4283013
58090000,"Woven Fabrics Of Metal Thread And Woven Fabrics Of Metallized Yarn, Nes",661,542164
58101000,Embroidery Without Visible Ground,7627,58594276
58109100,"Cotton Embroidery, In The Piece, In Strips Or In Motifs",108344,241137756
58109200,"Embroidery Of Man-Made Fibres, In The Piece, In Strips Or In Motifs",27680,67723155
58109900,"Embroidery Of Other Textiles, In The Piece, In Strips Or In Motifs",32010,106535854
58110000,Quilted Tex.Produ.In The Piece(Excl.Embroi.Of 58.10)One Or More Layers Tax,261351,195532800
59011000,Tex.Fab.Coated With Gum/Amyla.. Substances For Other Convers Or Books Etc,10950,5101120
59019000,"Tracing Cloth; Prepared Painting Canvas; Buckram, Etc",178354,112250896
59021000,Tyre Cord Fabric Of High Tenacity Yarn Of Nylon Or Other Polyamides,3,1879
59031010,Fusing Interlining Mate.(Tex.Mat.For Stiffening Cuffs&Col.With Poly V.Chlo,835315,720261653
59031090,Other Fabrics Impregnated...With Polyvinyl Chloride,884488,387344624
59032010,Fusing Interlining Mat.(Tex.Mat.For Stiffening Cuffs&Col. With Poly Ureth.,816883,687130689
59032090,Other Textile Fabrics Impregnated....With Polyurethane,4431103,4391834475
59039010,"Textile fabrics impregnated... with plastics, nes",6183,5915039
59039090,"Textile fabrics impregnated... with plastics, nes",1246093,1280422636
59061000,Adhesive Tape Of A Width =<20cm,8952,23077075
59069100,Knitted Or Crocheted Rubberized Textile Fabrics (Excl. Adhesive Tape),5271,5278544
59069910,REFLECTIVE TAPE,104439,207553216
59069990,"RUBBERIZED TEXTILE FABRICS EXCLUDING REFLECTIVE TAPE, KNITTED OR CROCHETED & ADHESIVE TA",1207,4363877
59070000,Textile Fabrics Otherwise Impregnated... ; Painted Canvas...,297470,344375483
59090000,"Textile... Tubing, With Or Without Lining, Etc, Of Other Materials",649,589555
59100000,"Transmission Or Conveyor Belts Or Belting, Of Textile Material",641,1174276
59111090,Other,30070,51122715
59112000,Bolting Cloth Whether Or Not Made Up,771,4868552
59114000,"Straining Cloth Of A Kind Used In Oil Presses, Etc",48,60102
59119000,"Textile Articles For Technical Uses, Nes, As Specified In Chapter Note 7",1175,634338
60011000,"Long Pile Fabrics, Knitted Or Crocheted",159894,105705121
60012100,"Looped Pile Fabrics Of Cotton, Knitted Or Crocheted",569036,335576343
60012200,"Looped Pile Fabrics Of Man-Made Fibres, Knitted Or Crocheted",308683,179591299
60012900,"Looped Pile Fabrics Of Textile Materials, Knitted Or Crocheted",62187,49063884
