hscode,description,net_wt_kg,assess_value_bdt
03056390,"Anchovies Salted Or In Brine But Not Dried Or Smoked, Nes",17,2114
03063610,Other shrimps and prawns,0,1420436
03069990,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",4,588
03071110,"Oysters, Live, fresh or chilled, Wrapped/canned upto 2.5 Kg",2,501
03072110,"Scallops, Live, Fresh Or Chilled Wrapped/Canned Upto 2.5kg",46,45875
03072210,"Scallops, including queen scallops, .. frozen Wrapped/canned upto 2.5 kg",195,61111
03073210,"Mussels (Mytilus spp., perna spp.): Frozen Wrapped/canned upto 2.5 kg",750,281767
03074310,"Cuttle fish and squid , Frozen, Wrapped/canned upto 2.5 kg",10500,2287340
03074390,"Cuttle fish and squid , Frozen, Excl. Wrapped/canned upto 2.5 kg",8000,1742195
03075110,"Octopus Live, Fres Or Chilled, Wrapped/Canned Upto 2.5kg",4,3005
03078210,"Live, fresh or chilled stromboid conchs (Strombus spp.)",8,3124
04011010,"Milk And Cream Of <=1% Fat,Not Concentrated Or Sweetened, Wrapped/Canned upto 2.5 kg",2681,334078
04011090,"Milk And Cream Of <=1% Fat,Not Concentrated Or Sweetened, Nes",7367,4181610
04012010,"Milk & Cream Of>1%But<=6%Fat,Not Concentrated Or Sweetened,Wrap./Cann. upto 2.5 kg",91189,11390687
04015010,"Milk & cream ..added sugar or ..Of a fat content, by weight, >10%, Wrapped./Canned upto",5,6263
04015090,"Milk & cream added sugar or..Of a fat content, by weight, >10%, EXCL.Wrapped./Canned up",13,7353
04021010,"Milk&Cream In Powder Forms<=1.5%Fat,Con... Or Sweet.,In Reta.Pk.Upto 2.5kg",2718,1446290
04021090,Other,5444625,1717193664
04021091,MILK AND CREAM IN SOLID FORMS OF =<1.5% FAT IMPORTED BY VAT REG. MILK AND MILK PRODUC,199150,56888061
04022190,,8687375,3906542223
04022910,Milk&Cream In Powder Forms >1.5% Fat Sweet Or Conc. In Ret.Pk.=<2.5kg,28421,15089204
04029900,Sweetened Milk And Cream (Excl. In Solid Form),9282,603047
04032000,yogurt,1095,205510
04039000,"BUTTERMILK, CURDED MILK AND CREAM.., EXCL. YOGURT",1287,832940
04041000,Whey whether or not concentrated or containing added sugar or other sweetening matter,200006,23773776
04049000,"Products Consisting Of Natural Milk Constituents, Nes",475175,62076697
04059000,Fats And Oils Derived From Milk (Excl. Butter And Dairy Spreads),67200,57029591
04062000,Grated Or Powdered Cheese,23480,14407343
04063000,"Processed Cheese, Not Grated Or Powdered",60052,36041278
04069000,"Cheese, Nes",52378,22744632
04071900,Birds Fertilised eggs for incubation EXCL. Of fowls of the species Gallus domesticu,124,802754
04090010,"Naturel honey, wrapped/canned upto 2.5 kg",32529,20273777
04090090,"Naturel honey, Exclu. wrapped/canned upto 2.5 kg",171120,64183656
05010000,"Human Hair And Waste, Unworked",102700,158336805
05029000,Badger And Other Brush Making Hair & Waste There Of,33,29540
05051000,Raw Feathers For Stuffing; Down,2,1003
05080000,"Coral; Shells Of Molluscs, Crustaceans, Unworked",94203,3265620
05100010,Glands Including Pituitary Glands,0,1879
05119100,"Products Of Fish, Crus.,Mollus.,Other Aquatic, Invet Dead Anim.Of Chapt. 3",662393,49728502
06012000,"Bulbs, Tubers... Rhizomes In Growth Or Flower; Chicory Plants And Roots",702,1153097
06023000,"Rhododendrons And Azaleas, Grafted Or Not",48628,2289351
06024000,"Roses, Grafted Or Not",40947,4641982
06029090,"Other Live Plants,Cutting And Slips, Mushroom Spawn",34635,2132030
06031100,Roses,2073,1231441
06031200,Carnations,538,336278
06031300,Orchids,240,150101
06031400,Chrysanthemums,404,252125
06031500,Lilies (Lilium spp),1647,1028833
06031900,Cut flowers & flower buds of a kind suitable for bouquets or for ornamental pur,1860,1161293
06042000,"Foliage, branches and other parts of plants, without flowers .or otherwise prepared, Fr",604,378274
07011090,"Seed Potatoes, Nes",2,3757
07020019,"Tomatoes, Fresh, Nes",741,187699
07031019,"Onions, Fresh Or Chilled, Nes",23167067,1195199336
07032090,"Garlic, Fresh Or Chilled, Nes",7762877,968276146
07039090,"Leeks And Other Alliaceous Vegetables, Nes, (excl. Wrapped/Canned upto 2.5 kg)",3395,839317
07041090,"Cauliflowers And Headed Broccoli, Fresh Or Chilled, Nes",1421,444195
07042090,"Brussels Sprouts, Fresh Or Chilled, Nes",162,48627
07051190,"Cabbage Lettuce, Fresh Or Chilled, Nes",12793,3170563
07051990,"Lettuce,Fresh Or Chilled, Excl. Cabbage Lettuce, Nes",100,25041
07061090,"Carrots And Turnips, Fresh Or Chilled, Nes",88,22030
07069090,"Salad Betroot..Radishes & Similar Edible Roots,Fresh Or Chilled, Nes",2144,544496
07070090,"Cucumbers And Gherkins, Fresh Or Chilled, Nes",1738,434805
07081090,"Peas, Shelled Or Unshelled,Fresh Or Chilled, Nes",68980,4322435
07082090,"Beans, Shelled Or Unshelled Fresh Or Chilled, Nes",523,162675
07092090,"Asparagus, Fresh Or Chilled, Nes",304,95452
07094090,"Celery Other Than Celeric, Fresh Or Chilled, Nes",326,102040
07095190,"Mushrooms, Fresh Or Chilled, Nes",134,84153
07096019,"Sweet Peppers, Fresh Or Chilled, Nes",212,53922
07096099,"Other Fruits Of Genus Capiscum Or Pimenta,Fresh Or Chilled,Nes,(excl. Wrd/Ca upto 2.5kg)",94161,7038553
07099390,"Pumpkins, squash and gourds (Cucurbita spp), EXCL. Wrapped/canned upto 2.5 Kg",161,51143
07099990,"Other Vegetables NES, EXCL. Wrapped/canned upto 2.5 Kg",4503,465357
07102190,"Shelled Or Unshelled Peas Uncooked/Cooked By Steaming/Boiling Frzn, Nes",4000,722238
07104010,"Sweet Corn Uncooked Or Cooked By Steaming Or Boiling Frozen, Wrapped/Canned upto 2.5 kg",2160,268910
07104090,"Sweet Corn Uncooked Or Cooked By Steaming Or Boiling Frozen, Nes",45200,6191211
07109010,"Mixtures Of Vegetable Uncooked/Cooked By Steaming/Boiling Frozen, Wrap/Can upto 2.5 kg",1800,134455
07122090,"Dried Onions Cut, Whole, Broken, Powder, Nes",104800,28639690
07123110,"MUSHROOMS OF THE GENUS AGARICUS, WRAPPED/CANNED upto 2.5 kg",3,1387
07129010,"Dried vegetable, whole ............., Sweet corn",1070,1928140
07129091,"Other Dried Vegetables Whole,Cut Sliced.. Not Further Nes,Wrapped/Canned upto 2.5 kg",1108,208013
07129092,DIHYDRATED CHIVES IMPORTED BY VAT REGI.BISCUITS AND BAKERY PRO.MFG,700,709333
07129099,"Other Dried Vegetable, Whole, Cut Sliced... Not Further Nes,(Excl.Wrap/Can upto 2.5 kg)",176427,42432071
07131090,"Dried Peas Shelled, Nes",20929354,998179537
07132090,"Dried Chickpeas (Garbanzos) Shelled, Nes",96767763,8243179882
07133190,"Dried Beans Of The Species, Vigna Mungo(L) Hepper/V.Radiata, Shelled, Nes",286350,43443411
07133990,"Dried Other Beans, Shelled, Nes, (Excl. Wrapped/Canned upto 2.5 kg)",1251330,141021924
07134010,"Dried Lentils, Shelled, Wrapped/Canned upto 2.5 kg",14,1680
07134090,"Dried Lentils, Shelled, Nes",123841895,10020338208
07136090,Other Pigeon peas (Cajanus cajan) EXCL. Wrapped/canned upto 2.5 Kg,983,165341
07139090,"Dried Leguminous Vegetables, Shelled, Nes, (Excl. Wrapped/Canned upto 2.5 kg)",22505370,1820562495
07143090,Yams (Dioscorea spp) excl. Wrapped/canned upto 2.5 Kg,70,17530
07149099,"Roots&Tubers With High Starch Content, Fresh/Dri./Chilled/Frozen Nes,(Exc.W/C upto 2.5kg",100,31302
08011190,"Desiccated Coconuts Fresh Or Dried,Nes",230000,22751009
08011290,Other coconuts in the inner shell (endocarp) EXCL. Wrapped/canned upto 2.5 Kg,6723439,252464034
08011990,"Coconuts, Not Desiccated,Fresh Or Dried,Nes",20840,2609244
08013110,"Cashew Nuts, In Shell, Fresh Or Dried,Wrapped/Canned Upto 2.5kg",6,720
08013190,"Cashew Nuts, In Shell, Fresh Or Dried,Nes",51060,10510715
08013290,"Casweh Nuts, Shelled, Fresh Or Dried, Nes",97500,50910517
08021290,"Almonds Shelled, Resh Or Dried,Nes",160800,80230946
08023290,"Walnuts Shelled Fresh Or Dried, Nes",194740,97117636
08025290,"Pistachios, Shelled, EXCL. Wrapped/canned upto 2.5 Kg",10500,10453657
08028090,"Other Areca nuts, EXCL. Wrapped/canned upto 2.5 Kg",54000,13522778
08029919,Betelnuts,260301,64826685
08041011,"Dates, Fresh,Wrapped/Canned Upto 2.5kg",980358,304397241
08041019,"Dates, Fresh, Nes",25269443,5424429714
08041021,"Dates, Dried, Wrapped/Canned Upto 2.5kg",16,8012
08041029,"Dates, Dried, Nes",270449,60745567
08042019,"Figs, Fresh, Nes",2004,627270
08042021,"Figs, Dried,Wrapped/Canned Upto 2.5kg",14000,3485506
08042029,"Figs, Dried, Nes",23000,5724495
08044090,"Avocados Fresh Or Dried, Nes",1470,722766
08045029,"Mangosteens, Fresh Or Dried, Nes",253,95038
08045039,"Mangoes Fresh Or Dried, Nes",294,110348
08051090,"Oranges, Fresh Or Dried, Nes",14602637,1478875626
08052190,Mandarins (including tangerines and satsumas),8560831,746077538
08052210,Clementines,8,2003
08054090,"GRAPEFRUIT, NES",19700,1722461
08055090,"CITRUS FRUIT,FRESH OR DRIED, LEMONS ,NES",134,41930
08059019,"Citrus Fruit, Fresh Nes, Nes",5975007,516295995
08061090,"Fresh Grapes, Nes",6439472,678186870
08062090,"Dried Grapes, Nes",1686371,419915825
08071190,"Watermelons, Fresh, Nes",9,2817
08071990,"Melons, Fresh, (Excl. Watermelons),Nes",153,47886
08072090,"Papaws (Papayas), Fresh, Nes",161,60475
08081090,"Apples, Fresh, Nes",18596230,1621073664
08083090,"Pears, EXCL. Wrapped/canned upto 2.5 Kg",571050,49755313
08091090,"Apricots, Fresh, NES",38,19035
08092190,"Sour cherries (Prunus cerasus), EXCL. Wrapped/canned upto 2.5 Kg",84,63122
08093090,"Peaches, Including Nectarines, Fresh,Nes",62,23526
08094019,Plums EXCL.Wrapped/canned upto 2.5 kg,2527,1168035
08094099,Sloes EXCL.Wrapped/canned upto 2.5 kg,50,31385
08101010,"Strawberries, Fresh, Wrapped/Canne Upto 2.5kg",10556,5290341
08102010,"Raspberries,Blackberries,Mulberries & Loganberries,Fresh,Wrapped/Cann Upto 2.5kg",141,89511
08102090,"Raspberries,Blackberries,Mulberries & Loganberries,Fresh, Nes",12,7800
08103090,"Other Black, white or red currants and gooseberries, EXCL. Wrapped/canned upto 2.5 Kg",17728,706236
08105090,"Kiwifruit, Fresh, NES",3277,779277
08106090,"DURIANS , NES",206,77383
08107090,"Other persimmons, EXCL. Wrapped/canned upto 2.5 Kg",3842,782294
08109090,"Other Fruit, Fresh, Nes,(Excl. Wrapped/Canned Upto 2.5kg)",3589757,355006635
08131090,"Dried Apricots, NES",37710,10795643
08132090,"Dried Prunes,NES",36470,9321702
08134090,"Other Dried Fruit, Nes, (Excl. Wrapped/Canned Upto 2.5KG)",1507593,152206741
08135091,"Mixtures Of Dried Fruit And Nuts, Nes, Wrapped/Canned Upto 2.5KG",2741,1201151
08135099,"Mixtures Of Dried Fruit And Nuts, Nes, (Excl. Wrapped/Canned Upto 2.5KG)",450,192783
09011190,"Coffee, Not Roasted Or Decaffeinated",20920,21144155
09019090,"Coffee husks and skins,coffee substi contain coffee excl. Wrapped/canned upto 2.5 k",5,6257
09021000,"Green Tea,Whether Or Not Flavoured, In Immediate Packings <=3 Kg",517,644154
09023000,"Black Tea Fermented/Partly Fermented,Flavoured Or Not,In Packings Of <=3kg",831,311490
09024000,"Black Tea Fermented/Partly Fermented,Flavoured Or Not,In Packings Of >3kg",3,2253
09041190,"Pepper, Neither Crushed Nor Ground, Nes",178325,96576938
09041200,"Pepper, Crushed Or Ground",3963,1472772
09042190,"Fruits of the genus Capsicum...,: Dried or neither crushed or ground, EXCL.Wrapped/canne",3755631,1033327436
09061110,"Neither crushed nor ground:Cinnamon (Cinnamomum zeylanicum Blume), Wr./Can.upt",5,3000
09061190,"Neither crushed nor ground:Cinnamon (Cinnamo. Zeylan. Blume), Excl. Wr./Can.up",1542170,328376525
09062000,"Cinnamon And Cinnamon-Tree Flowers, Crushed Or Ground",75000,21474036
09071090,"Cloves (whole fruit, cloves and stems), Neither Crushed or ground, EXCL. Wrapped/canned",212110,105634417
09081190,"Nutmeg :Neither Crushed or ground, EXCL. Wrapped/canned upto 2.5 Kg",32770,12285487
09082190,"Mace : Neither Crushed or ground, EXCL. Wrapped/canned upto 2.5 Kg",40330,40501141
09083190,Cardamoms :Neither Crushed or ground. EXCL. Wrapped/canned upto 2.5 Kg,465980,1030203154
09092190,Seeds of coriander : Neither crushed or ground EXCL. Wrapped/canned upto 2.5 Kg,191956,45320564
09093110,Seeds of Cumin : Neither crushed or ground Wrapped/canned upto 2.5 Kg,8,2916
09093190,Seeds of Cumin : Neither crushed or ground EXCL. Wrapped/canned upto 2.5 Kg,1986612,852696156
09096190,"Seeds of anise, badian, caraway...; juniper berries : Neither crushed or ground EXCL. Wr",820430,164861762
09101190,Ginger : Neither Crushed or ground EXCL. Wrapped/canned upto 2.5 Kg,14880557,1736100033
09101290,Ginger : Crushed or ground EXCL. Wrapped/canned upto 2.5 Kg,30600,12129275
09103090,"Turmeric(Curcuma), Nes",1367980,229438374
09109110,MIXTURES REFFERED TO IN NOTE 1(B) TO THIS CHAP WRAP/CAN UPTO 2.5 KG,720,180358
09109910,"Other Spices, Nes, Wrapped/Canned upto 2.5 kg",166,51834
09109990,"Other Spices, Nes, (Excl. Wrapped/Canned upto 2.5 kg)",366132,36182838
10011990,"Durum wheat, Other than Seed, EXCL. Wrapped/canned upto 2.5 Kg",848066150,29287826953
10019990,"Other Seed, NES, EXCL, Wrapped/canned upto 2.5 Kg",140463710,4811006988
10031090,Barley Seed EXCL. Wrapped/canned upto 2.5 Kg,8000,420684
10039090,Barley other than Seed EXCL. Wrapped/canned upto 2.5 Kg,115800,6268115
10049090,"Oats other than Seed, EXCL. Wrapped/canned upto 2.5 Kg",42000,5048524
10051010,"Maize Seed, wrapped/canned upto 2.5 kg",286780,156544352
10051090,"Maize Seed, Excl. wrapped/canned upto 2.5 kg",85047,42471427
10059090,"Other Maize, Excluding wrapped/canned upto 2.5 kg",383131340,17097711916
10061010,Rice in the husk (paddy or rough) wrapped/canned upto 2.5 kg,3,1878
10062000,Husked (Brown) Rice,15,4007
10063019,Semi-Milled Or Wholly Milled Rice,17956,1799601
10063091,Semi-Milled Or Wholly Milled Rice,40000,7754659
10063099,Semi-Milled Or Wholly Milled Rice,120879800,6542803639
10071090,"Grain sorghum Seed, EXCL. Wrapped/canned upto 2.5 Kg",343600,18042676
10082910,"Millet other than Seed, Wrapped/canned upto 2.5 Kg",1025,103008
10082990,"Millet other than Seed, EXCL. Wrapped/canned upto 2.5 Kg",348960,27438914
11010090,"Wheat Or Meslin Flour, Excl. wrapped/canned upto 2.5 kg",32,16025
11022000,Maize (Corn) Flour,24000,2599266
11029000,"Other Flour Than Of Rye,Maize & Rice Flour",1055,188519
11041290,Rolled or flaked grains of oats in bulk,10,6260
11062000,"Flour, Meal And Powder Of Sago Or Of Roots Or Tubers Of 0714",2,1252
11063000,"Flour, Meal And Powder Of Products Of Chapter 8",282,428563
11071000,Malt Not Roasted,200000,26296876
11081200,Maize (Corn) Starch,1335800,98908602
11081300,Potato Starch,44000,6135890
11081400,Manioc (Cassava) Starch,19900,1769768
11082000,Inulin,100,181546
11090000,"Wheat Gluten, Wheather Or Not Dried",24000,4409179
12011010,"Soya beans, whether or not broken Seed, Wrapped/canned upto 2.5 Kg",8,2806
12019090,"Soya beans, whether or not broken other than Seed, EXCL. Wrapped/canned upto 2.5 Kg",326106334,19177287079
12024190,"Ground-nuts, not roasted or otherwise cooked, whether in Shell, EXCL. Wrapped/canned up",2596325,261232582
12024290,"Other Ground-nuts, Shelled whether or not broken EXCL. Wrapped/canned upto 2.5 Kg",4769750,491227518
12030000,Copra,3830936,828515979
12051090,"LOW ERUCIC ACID RAPE OR COLZA SEEDS, Nes",30540461,1985349137
12060090,"Sunflower Seeds, Whether Or Not Broken, Nes",79250,15672212
12074090,"Sesamum Seeds, Nes",333000,104613723
12075090,"Mustared Seeds, Nes",9526880,739035260
12077010,Melon seeds Wrapped/canned upto 2.5 Kg,852,2053330
12077090,"Other Melon seeds, EXCL. Wrapped/canned upto 2.5 Kg",12236,8677540
12079910,"Other Oil Seeds And Oleaginous Fruits, Nes, Wrapped/Canned upto 2.5 kg",30,15023
12079990,"Other Oil Seeds And Oleaginous Fruits, Nes, (Excl. Wrapped/Canned upto 2.5 kg)",219640,59638234
12092900,"Other Seeds Of Forage Plants, Of A Kind Used For Sowing, Nes",1,1253
12093000,Seeds Of Herbaceous Plants Cultivated Principally For Their Flowers,300,150223
12099100,Vegetable Seeds Of A Kind Used For Sowing,78449,157472883
12099990,Other than Tobacco Seeds,10,886443
12102000,"Hop Cones, Ground, Powdered Or In Pellets; Lupulin",700,1286467
12112090,"Ginseng Roots,Of Fresh Or Dried, Nes",100,300478
12113090,"COCO LEAF, Nes",60,36059
12119029,"Plants Or Parts, Used In Pharmacy, Nes, (Excl. Wrapped/Canned upto 2.5 kg)",1142415,277185547
12119091,"Plants Or Parts, Used In Insecticide..., Similar Purpose,Nes, Wrap./Cann upto 2.5 kg",2310,405825
12119099,"Plants Or Parts, Used In Insecticide..., Similar Purpose,Nes, Wrap./Cann upto 2.5 kg",1522218,92259907
12122111,Seaweeds and other algae: Fit for human consumption Wrapped/canned upto 2.5 Kg,51,8013
12122119,Seaweeds and other algae: Fit for human consumption EXCL. Wrapped/canned upto 2.5 Kg,5467,3586909
12122911,Seaweeds and other algae: Other than Fit for human consumption Wrapped/canned upto 2.5,27,6762
12122919,Seaweeds and other algae: Other than Fit for human consumption EXCL. Wrapped/canned upto,98500,8692927
12129290,"Other Locust beans (carob), EXCL. Wrapped/canned upto 2.5 Kg",5000,2454131
12129990,"Vegetable Products Used Primarily For Human..,Fresh/Drd Nes,(Excl. Wrap/Can upto 2.5 kg)",1050,26310813
12130090,"Cereal Straw And Husks, Nes",0,627
13012000,Gum Arabic,18050,10893245
13019000,"Natural gums, resins, gum-resins,natural oleoresesins and balsams (excl. gum arabic)",310178,119216664
13021900,"Other Vegetable Saps And Extracts,Nes(Exl.Opium,Liquorice,Hops,Pyrethrum).",11543,47033996
13022000,"Pectic Substances, Pectinates And Pectates",60250,50086296
13023100,Agar-Agar,5103,3352701
13023200,"Mucilages And Thickeners Of Locust Beans, Bean Seeds And Guar Seeds",37000,17607092
13023900,"Mucilages&Thickeners,Derived From Veg.Prod.(Ex.Locastbeans/Seeds,Guarseeds",1010,2657087
14011000,Bamboos,55000,3443377
14019090,Other than Areca Leaves; Sal Leaves; Siali Leaves; Polash Leaves,81,41942
14049091,"Vegetable Products, Nes Wraped/Canned upto 2.5 kg",3909,832165
14049099,"Vegetable Products, Nes (Excl. Wrapped/Canned upto 2.5 kg)",95942,18512664
15041000,Fish-Liver Oils And Their Fractions,3860,9801563
15042000,"Fish Fats, Oils And Fractions (Excl. Fish Liver Oils)",311789,96956021
15050000,Wool grease and fatty substances derived therefrom(including lanolin).,4750,15016309
15071000,"CRUDE OIL, WHETHER OR NOT DEGUMMED",77460152,11300897420
15079010,Refined Soya-Bean Oil,1000,876426
15079090,Other Soya-Bean Oil,10,2400
15089000,"Ground-Nut Oil (Excl. Crude) And Fractions,Not Che.Modified",3405,3674778
15092010,Extra virgin olive oil,16930,7414275
15092090,Extra virgin olive oil,4588,1893745
15093010,Virgin olive oil,143,72443
15093090,Virgin olive oil,2835,3036471
15099010,Olive oil and fractions (excl. virgin) wrapped/canned upto 2.5kg,18801,7141100
15099090,Olive oil and fractions (excl. virgin) Excl. wrapped/canned upto 2.5kg,8282,4700002
15109000,"Crude olive pomace oil, OTHERS",85,50485
15119011,Rbd Palm Stearin,2999223,438103375
15119090,Palm Oil(Excl.Cude)&Its Fractns....Nes.Incld.Refiend Palm Oil,136300017,17535114789
15121900,Sunflower-Seed And Safflower Oil (Excl. Crude) And Fractions Thereof,33512,6779797
15131100,Crude Coconut (Copra) Oil,1336,822955
15131900,"Coconut (copra) oil (excl. crude) & its fractions, refined or not but not chem. modified",16697,3550667
15132100,Crude Palm Kernel Or Babassu Oil,344020,80200943
15132900,"Refined Palm Kernel/Babassu Oil & Fractions,Not Chem.Modifd",312204,75708268
15151900,"Refined Inseed Oil & Fractions,Not Chemically Modified",5692,1691381
15152100,Crude Maize (Corn) Oil,30,37835
15153000,Castor Oil And Its Fractions,16071,5648078
15155000,Sesame Oil And Fractions,8783,2867076
15156000,Microbial fats and oils and their fractions,2,1501
15159000,"Oth.Fixed Veg.Oil,Fats & Frac.,Nes(Ex.Maize/Castor/Tung/Sesamre/Jojobaoil)",3750,6099275
15161000,"Animal Fats And Oils And Fractions, Hydrogenated, Etc",20,246010
15162000,"Vegetable fats and oils and their fractions, hydrogenated, etc",1430675,283236604
15163000,Microbial fats and oils and their fractions,1004,743755
15171010,"Margarine, excluding liquid margarine in 10kg or above packing",516995,83442062
15171090,"Margarine, excl liquid margarine other than 10kg or above packing",34110,5458652
15179000,"Edible Preparations Of Animal/Veg.Fats And Oils,Nes Incld.Liquid Margarine",46978,20187728
15180000,"Animal Or Vegetable Fats And Oils... Chemically Modified, Nes",98400,39051634
15200000,"Glycerol, Crude, Glycerol Waters And Glycerol Lyes",50,280703
15219000,"Beeswax, other insect waxes and spermaceti",14310,2319444
16010000,"Sausages &Similar Prod.;Of Meat,Meat Offal,Blood,Prep.Based On These Prod.",47661,13325363
16023200,"Prepared/Preserved Meat,Offal/Blood Of Fowls Of Species Gallus Domesticus",53641,8018300
16025000,Preparations Of Meat Of Bovine Animals,2805,2315848
16041400,"Prep./Preserved Tuna,Skipjack & Bonito Ex.Minced Whole/Inpieces",4081,2043278
16041700,Eels,150,93941
16041900,"Prepared Or Preserved Fish (Not Minced), Nes, Whole/Inpieces",5,2504
16042000,"Other Prepared Or Preserved Fish, Including Minced, Nes",41,20542
16043200,Caviar substitutes,264,167437
16051000,"Crab, Prepared Or Preserved",1916,848436
17011400,Other cane sugar,131883247,6513949470
17019900,"Cane Or Beet Sugar, In Solid Form, Nes Including Chemically Kue Sucoose",21240880,1754034064
17021100,Lactose And Lactose Syrup Cont.By Weight>=99% Lactose Calc. On Dry Matter,380420,116890927
17021900,Lactose And Lactose Syrup Cont.By Weight <99% Lactose Calc. On Dry Matter,2460,2735700
17022000,Maple Sugar And Maple Syrup,2520,493092
17023010,"Dextrose, Anhydrous/Monohydrate Bp/Vsp Pyrogen Free",1493100,125232462
17023020,"Glucose & Glucose Syrup,Containing <20% Fructose,Liquid Glucose",96000,6943489
17023090,"GLUCOSE AND GLUCOSE SYRUP, NOT CONTAINING FRUCTOSE OR CONTAINING.. EXCL. LIQUID GLUCO",176008,17375002
17029000,"Artificial honey, caramel and other sugars (incl. invert sugar), nes",1970947,108014240
17031000,Cane Molasses Resulting From The Extraction Or Refining Of Sugar,272747,9248073
17039000,Oth.Molasses Resulting From The Extraction/Refining Of Sugar (Ex.Cane),23000,4798206
17041010,"Chewing Gum Not Containing Cocoa, TV",12745,4870072
17049010,"Sugar confe (incl. white chocolate), not cont cocoa,nes Put up for retail sale",87035,32646167
17049090,"Sugar confei (incl. whit chocole), not cont cocoa, nes excl. Put up for retail sale",22585,8483908
18010000,"Cocoa Beans, Whole Or Broken, Raw Or Roasted",9,5510
18031000,"Cocoa Paste, Not Defatted",2875,900254
18032000,"Cocoa Paste, Wholly Or Partly Defatted",180,44800
18040000,"Cocoa Butter, Fat And Oil",30,17527
18050000,"Cocoa Powder, Not Containing Added Sugar Or Other Sweetening Matter",206327,45790308
18061000,"Cocoa Powder, Containing Added Sugar Or Other Sweetening Matter",1665,416744
18062000,"OTHER PREPARATIONS IN BLOCKS, SLABS OR BARS WEIGHING MORE THAN 2 KG, OR IN LIQUID..",127850,47764174
18063100,"Chocolate, Etc, Containing Cocoa, In Blocks, Slabs Or Bars, Filled, TV",53835,67356009
18069000,"OTHER CHOCOLATE & OTHER FOOD PREPARA. CONTAININGS COCOA, EXCL. FILLED/NOT FILLE, TV",10011,12452106
19011000,"Preparations suitable for infants or young children, put up for retail sale",385457,210302227
19012000,Mixes And Doughs For Preparation Of Bakers' Wares Of 19.05,118023,18648965
19019011,Filled milk powder,1753725,611289889
19019020,Dry mixed ingredients of food preparations,493755,152653051
